term;definition;source;info_semantica
liofilizado;Liophilizado Es la técnica de secado que implica la congelación rápida del material a secar, seguida de su desecamiento bajo vacío. Este proceso permi.;Bacteriología general: principios y prácticas de laboratorio. Evelyn Rodríguez Cavallini. Editorial Universidad de Costa Rica, San José (Costa Rica), 2005.;"Variants: liofilizado | Domains: SCIENCE | Context: Proceso de eliminación de agua mediante sublimación a presión reducida; los materiales que se van a liofilizar primero se congelan y luego se colocan en una cámara en la cual se hace un vacío parcial. Así se evitan los daños químicos por la desecación en calor. | Ref: Bacteriología general: principios y prácticas de laboratorio. Evelyn Rodríguez Cavallini. Editorial Universidad de Costa Rica, San José (Costa Rica), 2005."
agentes estimulantes;Los agentes estimulantes son sustancias químicas que aumentan la actividad fisiológica de un organismo, generalmente mediante la estimulación del sist.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: agentes estimulantes | Domains: SCIENCE | Context: agentes activos que producen cambios definidos en la planta | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
talófitas (criptógamas);Las talófitas, también conocidas como criptógamas, son plantas que no producen flores y se reproducen mediante esporas. Se caracterizan por su capacid.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: talófitas (criptógamas) | Domains: SCIENCE | Context: una de las principales divisiones del orden vegetal. Comprende los hongos, las algas, las bacterias y numerosos grupos pequeños. El cuerpo de estos vegetales es un talo cuya complejidad es muy variable, no produciendo ni flores ni granos | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
zona de influencia;Zona de influencia La zona de influencia es la región geográfica donde las características físicas o biológicas de una determinada área tienen un impa.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: zona de influencia | Domains: SCIENCE | Context: superficie en planta cubierta por las curvas meridianas del cono de depresión de un determinado pozo de extracción, o de una combinación de pozos, en un punto determinado. La zona de influencia para un determinado caudal puede variar con el tiempo de bombeo y el caudal de alimentación | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
tafonomía;La tafonomía es la rama de la paleontología que estudia los procesos que afectan a los fósiles desde su muerte hasta su descubrimiento, incluyendo la .;Fernández-López S., 1995. Taphonomie et interprétation des paléoenvironnements. Geobios, M. S. 18, 137-154. Explorador de la Gravedad y de la Circulación Oceánica.;Variants: tafonomía | Domains: SCIENCE | Context: Estudio de los procesos de fosilización y de la formación de los yacimientos de fósiles. | Ref: Fernández-López S., 1995. Taphonomie et interprétation des paléoenvironnements. Geobios, M. S. 18, 137-154. Explorador de la Gravedad y de la Circulación Oceánica.
índice de productividad de la vegetación;"Índice de productividad de la vegetación La respuesta correcta es: ""Índice que mide la cantidad de biomasa producida por una unidad de superficie de v.";"COM-ES, basado en:  <br>Copernicus Global Land Service &gt; Products &gt; Vegetation &gt; Vegetation Productivity Index, <a href=""https://land.copernicus.eu/global/products/vpi"" target=""_blank"">https://land.copernicus.eu/global/products/vpi</a> [24.1.2019]";"Variants: índice de productividad de la vegetación | Domains: SCIENCE | Context: Indicador que evalúa el estado de una masa vegetal comparando el valor actual del NDVI con su valor promedio durante un periodo dado. | Ref: COM-ES, basado en:  <br>Copernicus Global Land Service &gt; Products &gt; Vegetation &gt; Vegetation Productivity Index, <a href=""https://land.copernicus.eu/global/products/vpi"" target=""_blank"">https://land.copernicus.eu/global/products/vpi</a> [24.1.2019]"
función objetiva;La función objetiva se refiere a la capacidad de una persona o sistema para realizar tareas o actividades con independencia de sus propias opiniones, .;J.A. Alonso y J.M. Otero, Ingenieros;Variants: función objetiva | Domains: SCIENCE | Context: en un programa no lineal, función, que expresa condiciones dadas para un sistema, que se quiere hacer mínima sometida a determinados vínculos | Ref: J.A. Alonso y J.M. Otero, Ingenieros
humedad relativa;La humedad relativa es la proporción de vapor de agua presente en el aire con respecto a la cantidad máxima que podría contener a una temperatura dada.;Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;Variants: humedad relativa | Domains: SCIENCE | Context: razón que guarda la presión real de vapor de un espacio, a una temperatura determinada, con la presión de saturación que correspondería a esa misma temperatura | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros
efecto determinista;El efecto determinista es una propiedad de los sistemas físicos que implica que su evolución futura está completamente determinada por sus condiciones.;Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999;Variants: efecto determinista | Domains: SCIENCE | Context: efecto biológico de la radiación para el que generalmente existe un nivel umbral de dosis por encima del cual la gravedad del efecto es mayor cuanto más elevada es la dosis | Ref: Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999
clinómetro;El clinómetro es un instrumento utilizado para medir la inclinación o pendiente de una superficie. Se utiliza comúnmente en geología, ingeniería y otr.;Gran enciclopedia Larousse, 1988;Variants: clinómetro | Domains: SCIENCE | Context: instrumento para medir ángulos | Ref: Gran enciclopedia Larousse, 1988
índice de refracción;El índice de refracción es la relación entre la velocidad de propagación de una onda electromagnética (como la luz) en un medio y su velocidad en el v.;Diccionario de química física. J. M. Costa. Ediciones Díaz de Santos, Barcelona (España), 2005.;Variants: índice de refracción | Domains: SCIENCE | Context: Relación entre la velocidad de la luz en el vacío y la velocidad de la luz en un medio determinado, según la ecuación: n=c<sub>0/c</sub> | Ref: Diccionario de química física. J. M. Costa. Ediciones Díaz de Santos, Barcelona (España), 2005.
mancha solar;La mancha solar es una zona oscura o sombreada que se observa en la superficie del Sol, causada por la concentración de partículas de polvo cósmico o .;Glos prov telec;Variants: mancha solar | Domains: SCIENCE | Context: porción relativamente fría de la fotosfera del Sol. Se presenta en forma de mancha obscura y generalmente esta asociada con tormentas magnéticas en la Tierra que afectan las radiocomunicaciones | Ref: Glos prov telec
cuerpo celeste;Cuerpo celeste Un cuerpo celeste es cualquier objeto que orbita alrededor de una estrella o sistema estelar, incluyendo planetas, lunas, asteroides, c.;«Cuerpo celeste», Real Academia de Ciencias Exactas, Físicas y Naturales, <i>Vocabulario científico y técnico</i>, tercera edición, Espasa, Madrid, 1996, p. 275.;Variants: cuerpo celeste | Domains: SCIENCE | Context: Cualquier cuerpo exterior a la Tierra, lo cual incluye, por extensión, cualquier satélite artificial, sonda o vehículo espacial. | Ref: «Cuerpo celeste», Real Academia de Ciencias Exactas, Físicas y Naturales, <i>Vocabulario científico y técnico</i>, tercera edición, Espasa, Madrid, 1996, p. 275.
espectro visible;El espectro visible es la parte del espectro electromagnético que se percibe con los ojos humanos, comprendida entre aproximadamente 380 y 780 nanómet.;CCIR I 681;Variants: espectro visible | Domains: SCIENCE | Context: dominio espectral de radiación electromagnética con longitudes de onda comprendidas entre los límites de 380 y 780 nanómetros (nm), y que comprende los siete colores del arco iris: violado, añil, azul, verde, amarillo, anaranjado y rojo | Ref: CCIR I 681
ola;Ola Una ola es una masa de agua que se mueve sobre la superficie del mar, causada por la energía cinética generada por las corrientes oceánicas, vient.;Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;Variants: ola | Domains: SCIENCE | Context: alteración de la línea de superficie del mar causada por vientos locales y representada numéricamente mediante la escala Douglas | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros
angélica de los bosques;El ángelica de los bosques (Angelica sylvestris) es una planta herbácea perenne que se encuentra en la familia de las apiáceas. Es originaria de Europ.;TERMCAT;"Variants: angélica de los bosques | Domains: SCIENCE | Context: planta de hasta 2 m de altura con tallos fistulosos y hojas que se consumen como verdura, y con un fruto que tiene propiedades insecticidas; se localiza en Europa, Oeste de Asia y Norteamérica | Ref: TERMCAT"
teoría del control;La teoría del control es una rama de la física que estudia los sistemas dinámicos y sus respuestas a estímulos externos, con el objetivo de comprender.;"Consejo-ES, a partir de:<div>Simrock,, S.: <i><a href=""https://cds.cern.ch/record/1100534/files/p73.pdf"" target=""_blank"">Control theory<time datetime=""6.7.2021""> (6.7.2021)</time></a></i></div>";"Variants: teoría del control | Domains: SCIENCE | Context: En los campos de la ingeniería y las matemáticas, teoría que se ocupa del comportamiento de los sistemas dinámicos. | Ref: Consejo-ES, a partir de:<div>Simrock,, S.: <i><a href=""https://cds.cern.ch/record/1100534/files/p73.pdf"" target=""_blank"">Control theory<time datetime=""6.7.2021""> (6.7.2021)</time></a></i></div>"
cuerpo negro;El cuerpo negro es una superficie ideal que absorbe completamente la radiación electromagnética incidente, sin emitir ninguna radiación. Su temperatur.;TERMCAT;Variants: cuerpo negro | Domains: SCIENCE | Context: cuerpo ideal que absorbe toda la radiación incidente, sin reflejar nada de ella | Ref: TERMCAT
VPI;"VPI La definición del término 'VPI' es: ""Valor Pico Instantáneo"". Este término se refiere a la medida más alta alcanzada por una variable física o elé.";"COM-ES, basado en: <br>Copernicus Global Land Service &gt; Products &gt; Vegetation &gt; Vegetation Productivity Index, <a href=""https://land.copernicus.eu/global/products/vpi"" target=""_blank"">https://land.copernicus.eu/global/products/vpi</a> [24.1.2019]";"Variants: VPI | Domains: SCIENCE | Context: Indicador que evalúa el estado de una masa vegetal comparando el valor actual del NDVI con su valor promedio durante un periodo dado. | Ref: COM-ES, basado en: <br>Copernicus Global Land Service &gt; Products &gt; Vegetation &gt; Vegetation Productivity Index, <a href=""https://land.copernicus.eu/global/products/vpi"" target=""_blank"">https://land.copernicus.eu/global/products/vpi</a> [24.1.2019]"
entrelazamiento;El entrelazamiento es una propiedad cuántica que describe la relación entre dos o más partículas cuánticas, donde las propiedades de cada partícula es.;"<div>COM-ES, basado en_</div><div>Wikipedia, <a href=""https://es.wikipedia.org/wiki/Entrelazamiento_cu%C3%A1ntico"" target=""_blank"">«entrelazamiento cuántico»<time datetime=""2.4.2020""> (2.4.2020)</time></a><br></div>";"Variants: entrelazamiento | Domains: SCIENCE | Context: Fenómeno cuántico  en el cual los estados cuánticos de dos o más objetos se deben describir  mediante un estado único que involucra a todos los objetos del sistema, aun  cuando los objetos estén separados espacialmente, lo que lleva a  correlaciones entre las propiedades físicas observables. | Ref: <div>COM-ES, basado en_</div><div>Wikipedia, <a href=""https://es.wikipedia.org/wiki/Entrelazamiento_cu%C3%A1ntico"" target=""_blank"">«entrelazamiento cuántico»<time datetime=""2.4.2020""> (2.4.2020)</time></a><br></div>"
selección con ayuda de marcadores;Selección con ayuda de marcadores La selección con ayuda de marcadores es una técnica utilizada en biología molecular que implica la detección de secu.;"Greenpeace, Selección asistida por marcadores: una biotecnología no invasiva alternativa a la ingeniería genética (2009) <a href=""http://www.greenpeace.org/espana/Global/espana/report/other/selecci-n-asistida-por-marcado.pdf"" target=""_blank"">http://www.greenpeace.org/espana/Global/espana/report/other/selecci-n-asistida-por-marcado.pdf</a> [9.5.2016]";"Variants: selección con ayuda de marcadores | Domains: SCIENCE | Context: Técnica moderna de mejora vegetal que no implica la transferencia de secuencias genéticas aisladas, como la ingeniería genética, sino que ofrece herramientas para seleccionar de manera dirigida el material vegetal existente, facilitando el proceso de mejora vegetal. | Ref: Greenpeace, Selección asistida por marcadores: una biotecnología no invasiva alternativa a la ingeniería genética (2009) <a href=""http://www.greenpeace.org/espana/Global/espana/report/other/selecci-n-asistida-por-marcado.pdf"" target=""_blank"">http://www.greenpeace.org/espana/Global/espana/report/other/selecci-n-asistida-por-marcado.pdf</a> [9.5.2016]"
organismos coliformes;Los organismos coliformes son bacterias gramnegativas que se encuentran comúnmente en la flora intestinal de los animales, incluyendo humanos. Son uti.;Dicc. de Términos Medioambientales, Área Editorial, S.A., Diario Expansión, Madrid, 1992;Variants: organismos coliformes | Domains: SCIENCE | Context: grupo de bacterias aerobias y facultativamente anaerobias, Gram-negativas, no esporulantes, fermentadoras de lactosa y habitantes típicas del intestino grueso humano y animal | Ref: Dicc. de Términos Medioambientales, Área Editorial, S.A., Diario Expansión, Madrid, 1992
byssus;Byssus es la seda o hilo que producen las conchas de ciertos moluscos, como los mejillones. Se utiliza para tejer redes y otros objetos textiles. ¿Qui.;Arancel Aduanero Notex CCD 50.00;Variants: byssus | Domains: SCIENCE | Context: filamentos que sirven de órgano de fijación a ciertos moluscos del género Pinna | Ref: Arancel Aduanero Notex CCD 50.00
esfera celeste;La esfera celeste se refiere a la parte del universo que comprende las estrellas, planetas, lunas, asteroides, cometas y otros objetos celestes. Se ex.;Diccionario de la Real Academia Española (DRAE), XXIIª edición;Variants: esfera celeste | Domains: SCIENCE | Context: Esfera ideal, concéntrica con la terráquea, y en la cual se mueven aparentemente los astros. | Ref: Diccionario de la Real Academia Española (DRAE), XXIIª edición
limícola;El término 'limícola' se refiere a los organismos que viven en o cerca de la zona intermareal, es decir, la región entre la marea alta y la marea baja.;DRAE, 1995;Variants: limícola | Domains: SCIENCE | Context: que vive en el limo, barro o lodo | Ref: DRAE, 1995
amento;El amoníaco es una sustancia química compuesta por nitrógeno, hidrógeno y oxígeno. Su fórmula molecular es NH3. Se utiliza como fertilizante agrícola .;"<a href=""http://www.unex.es/botanica/queplantaes/glosario.htm,"" target=""_blank"">http://www.unex.es/botanica/queplantaes/glosario.htm,</a> 30.04.2003";"Variants: amento | Domains: SCIENCE | Context: inflorescencia racimosa formada por flores unisexuales, a menujdo sin perianto o muy reducido, dispuestas sobre un eje generalmente de péndulo y colgante | Ref: <a href=""http://www.unex.es/botanica/queplantaes/glosario.htm,"" target=""_blank"">http://www.unex.es/botanica/queplantaes/glosario.htm,</a> 30.04.2003"
detección fotométrica;La detección fotométrica es un método utilizado en la espectroscopia que implica medir la cantidad de luz emitida o absorbida por una sustancia, a dif.;Principios de análisis instrumental. Douglas A. Skoog, F. James Holler, Timothy A. Nieman. McGraw-Hill, quinta edición, Madrid (España), 2001.;Variants: detección fotométrica | Domains: SCIENCE | Context: Detección basada en una propiedad del soluto como es la absorbancia en el ultravioleta. | Ref: Principios de análisis instrumental. Douglas A. Skoog, F. James Holler, Timothy A. Nieman. McGraw-Hill, quinta edición, Madrid (España), 2001.
hidrastis;Hidrastis La hidrastis es una planta medicinal que se utiliza para tratar diversas afecciones, incluyendo la infección urinaria y la disfunción erécti.;Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011);Variants: hidrastis | Domains: SCIENCE | Context: Especie de la familia Ranunculaceae, empleada en fitoterapia como hemostática (eficaz para detener una hemorragia). | Ref: Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011)
física atmosférica;La física atmosférica es la rama de la ciencia que estudia las propiedades y comportamientos de la atmósfera terrestre, incluyendo su composición quím.;Experto español en la materia.;Variants: física atmosférica | Domains: SCIENCE | Context: Estudio de los fenómenos físicos de la atmósfera. | Ref: Experto español en la materia.
resistencia específica a la tracción;La resistencia específica a la tracción es una medida de la fuerza que requiere un material para soportar una tensión antes de romperse, expresada en .;"Reglamento (CE) n.º 428/2009 del Consejo, de 5 de mayo de 2009, por el que se establece un régimen comunitario de control de las exportaciones, la transferencia, el corretaje y el tránsito de productos de doble uso, <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32009R0428"" target=""_blank"">CELEX:32009R0428/ES</a>";"Variants: resistencia específica a la tracción | Domains: SCIENCE | Context: Resistencia a la tracción en pascales, equivalente a N/m<sup>2</sup> divididos por el peso específico en N/m<sup>3</sup>, medido a una temperatura de (296 ± 2) K ((23 ± 2) °C) y una humedad relativa del (50 ± 5)%. | Ref: Reglamento (CE) n.º 428/2009 del Consejo, de 5 de mayo de 2009, por el que se establece un régimen comunitario de control de las exportaciones, la transferencia, el corretaje y el tránsito de productos de doble uso, <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32009R0428"" target=""_blank"">CELEX:32009R0428/ES</a>"
fotogrametría;La fotogrametría es la ciencia que estudia la relación entre las imágenes capturadas por una cámara y los objetos reales que se encuentran en su campo.;PANAREDA, J.M. et al..Diccionari de cartografía, 1994;Variants: fotogrametría | Domains: SCIENCE | Context: conjunto de métodos y de operaciones que permiten la confección de mapas y planos, incluida la determinación de la tercera dimensión, a partir de fotografías estereoscópicas | Ref: PANAREDA, J.M. et al..Diccionari de cartografía, 1994
sarracenia purpúrea;Sarracenia purpúrea es una especie de planta carnívora que se encuentra en los Estados Unidos. Es conocida por sus flores rojas y su hábitat en pantan.;"Compendio de la flora española. Botánica descriptiva. Blas Lázaro e Ibiza. Tomo 2, pag 325. <a href=""http://bibdigital.rjb.csic.es/spa/Libro.php?Libro=694&amp;Pagina=1"" target=""_blank"">http://bibdigital.rjb.csic.es/spa/Libro.php?Libro=694&amp;Pagina=1</a> (22-10-2011)";"Variants: sarracenia purpúrea | Domains: SCIENCE | Context: Planta carnívora, perenne del Canadá con hojas radicales teñidas de rojo en los nervios y en los bordes, ahuecadas en forma de cucurucho, y flores grandes, purpúreas por fuera y verdes por dentro. | Ref: Compendio de la flora española. Botánica descriptiva. Blas Lázaro e Ibiza. Tomo 2, pag 325. <a href=""http://bibdigital.rjb.csic.es/spa/Libro.php?Libro=694&amp;Pagina=1"" target=""_blank"">http://bibdigital.rjb.csic.es/spa/Libro.php?Libro=694&amp;Pagina=1</a> (22-10-2011)"
magnitud física;Magnitud física Magnitud física es una cantidad escalar que describe una propiedad o característica de un fenómeno físico, como la longitud, el tiempo.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: magnitud física | Domains: SCIENCE | Context: toda propiedad o dimensión de un cuerpo que puede ser medida, como longitud, peso, viscosidad, masa, temperatura, volumen, etc | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
fracción de cobertura vegetal;La fracción de cobertura vegetal es la proporción del área terrestre cubierta por vegetación, expresada como una fracción o porcentaje. Se utiliza par.;"COM-ES, basado en: <br>«Procesado de imágenes de satélite: obtención de magnitudes biofísicas de la vegetación», Poveda Sánchez-Guerrero, I., González Martín, I., Díaz San Andrés, A., Balbontín Nesvara, C. <p>Universidad de Castilla La Mancha - INSTITUTO DE DESARROLLO REGIONAL <a href=""http://www.teledeteccionysig.es/formacion/proyectos/Proyecto3.pdf"" target=""_blank"">http://www.teledeteccionysig.es/formacion/proyectos/Proyecto3.pdf</a> [25.1.2019]</p>";"Variants: fracción de cobertura vegetal | Domains: SCIENCE | Context: Fracción de la superficie del suelo ocupada por la vegetación. | Ref: COM-ES, basado en: <br>«Procesado de imágenes de satélite: obtención de magnitudes biofísicas de la vegetación», Poveda Sánchez-Guerrero, I., González Martín, I., Díaz San Andrés, A., Balbontín Nesvara, C. <p>Universidad de Castilla La Mancha - INSTITUTO DE DESARROLLO REGIONAL <a href=""http://www.teledeteccionysig.es/formacion/proyectos/Proyecto3.pdf"" target=""_blank"">http://www.teledeteccionysig.es/formacion/proyectos/Proyecto3.pdf</a> [25.1.2019]</p>"
célula convectiva;La célula convectiva es una estructura atmosférica que se caracteriza por la existencia de corrientes ascendentes de aire caliente, generalmente asoci.;"M. C. Llasat y M. Llasat-Botija: «Diccionario de riesgos naturales», versión preliminar (en fase de revisión por expertos), Grupo de Análisis de Situaciones Meteorológicas Adversas, Departamento de Astronomía y Meteorología, Universidad de Barcelona <a href=""http://gama.am.ub.es/edrinacas/diccionario/diccionario.swf"" target=""_blank"">http://gama.am.ub.es/edrinacas/diccionario/diccionario.swf</a> (31.3.2009)";"Variants: célula convectiva | Domains: SCIENCE | Context: Masa de aire en el interior de la cual se da un proceso convectivo sin que se produzca mezcla apreciable con las masas vecinas. | Ref: M. C. Llasat y M. Llasat-Botija: «Diccionario de riesgos naturales», versión preliminar (en fase de revisión por expertos), Grupo de Análisis de Situaciones Meteorológicas Adversas, Departamento de Astronomía y Meteorología, Universidad de Barcelona <a href=""http://gama.am.ub.es/edrinacas/diccionario/diccionario.swf"" target=""_blank"">http://gama.am.ub.es/edrinacas/diccionario/diccionario.swf</a> (31.3.2009)"
autoridad administrativa;Autoridad administrativa es la institución o organismo público que tiene competencia para tomar decisiones y ejercer funciones de gobierno en un ámbit.;DOCE L 384,31.12.1982, p. 7;Variants: autoridad administrativa | Domains: SCIENCE | Context: una autoridad administrativa nacional designada de acuerdo con el Artículo IX | Ref: DOCE L 384,31.12.1982, p. 7
