term;definition;source;info_semantica
tara;El tráfico pesado se refiere a los vehículos que transportan cargas pesadas o grandes volúmenes de mercancías. Estos vehículos pueden ser camiones, autocares, remolques, etc., y son utilizados para el transporte de productos industriales, materiales de construcción, combustibles, alimentos y otros artículos pesados. El tráfico pesado requiere carreteras específicas con características especiales como anchuras más amplias, pavimentaciones más fuertes y señalización específica para garantizar la seguridad del conductor y evitar daños al vehículo. Además, estos vehículos generan mayor contaminación ambiental debido a su consumo de combustible y emisiones de gases contaminantes. Por lo tanto, el tráfico pesado es un tema importante en el ámbito de la planificación urbana y la gestión del tráfico.;"Dicc. de la RAI (ámbito de los transportes intermodales),<br> <a href=""http://diccionario.raing.es/es/lema/tara-0"" target=""_blank"">http://diccionario.raing.es/es/lema/tara-0</a> [15.9.2017]";Variants: peso en vacío, tara | Domains: land transport | Context: Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986 | Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986
autobús con guiado automático;Un autobús con guiado automático es un tipo de autobús que utiliza tecnología avanzada para conducirse sin un conductor;Diccionario de transportes públicos urbanos y suburbanos, 1986;Variants: autobús con guiado automático | Domains: TRANSPORT, information technology and data processing, land transport | Context: Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986
intervalo en hora baja;Un autobús por teléfono es un servicio de transporte público que permite a los usuarios llamar a un número telefónico para solicitar un viaje desde su ubicación actual hasta su destino deseado. El servicio se basa en la tecnología de la comunicación móvil y utiliza un sistema de reservas centralizadas para coordinar las solicitudes de viajes y asignar los vehículos disponibles. Los autobuses por teléfono son populares en áreas rurales o en zonas donde el tráfico es bajo y no justifica la creación de rutas fijas.;Diccionario de transportes públicos urbanos y suburbanos, 1986;Variants: intervalo base, intervalo en hora baja | Domains: land transport | Context: Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986 | Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986
red para bicicletas;El punto de referencia del techo es el punto más alto del techo del vehículo, medido desde el nivel del suelo. Este punto se utiliza como referencia para determinar la altura máxima permitida de los vehículos.;"<div>COM-ES, basado en:</div><br> <a href=""https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32017R1926"" target=""_blank"">Reglamento Delegado (UE) 2017/1926 de la Comisión, de 31 de mayo de 2017, que complementa la Directiva 2010/40/UE del Parlamento Europeo y del Consejo en lo que se refiere al suministro de servicios de información sobre desplazamientos multimodales en toda la Unión<br></a>";Variants: red para bicicletas | Domains: land transport | Context: Ref: Reglamento Delegado (UE) 2017/1926 de la Comisión, de 31 de mayo de 2017, que complementa la Directiva 2010/40/UE del Parlamento Europeo y del Consejo en lo que se refiere al suministro de servicios de información sobre desplazamientos multimodales en toda la Unión
informe de seguridad;Un incidente de tráfico es un evento que ocurre en las carreteras y que puede causar daños materiales, lesiones o muertes. Los incidentes de tráfico pueden incluir accidentes de tráfico, colisiones, incendios, choques, obstrucciones, desprendimientos de rocas, inundaciones, etc.;OIEA;Variants: informe de seguridad | Domains: land transport | Context: Ref: OIEA
punto de referencia del parabrisas;El punto de tangencia es el lugar donde dos líneas se tocan o se cruzan. En el contexto de los vehículos, el punto de tangencia se refiere al lugar donde se encuentran dos superficies, como por ejemplo, el parabrisas y el vidrio lateral del vehículo.;---;Variants: punto de referencia del parabrisas | Domains: land transport | Context: Ref: Directiva 78/318/CEE del Consejo relativa a la aproximación de las legislaciones de los Estados miembros sobre los limpiaparabrisas y lavaparabrisas de los vehículos a motor , DOCE L 81/1978 53
automóviles particulares correspondientes a un modelo de la gama considerada en el acuerdo;La autoridad viaria es la entidad responsable de la gestión del tráfico en una determinada zona geográfica. Puede ser un gobierno local, un departamento de transporte o una agencia de tráfico independiente. La autoridad viaria es responsable de la planificación, construcción y mantenimiento de las carreteras, así como de la gestión del tráfico en ellas. También puede estar involucrada en la regulación del tráfico, la investigación de accidentes y la educación sobre seguridad vial.;DOCE L 015,18.01.1985, p. 24;Variants: automóviles particulares correspondientes a un modelo de la gama considerada en el acuerdo | Domains: land transport | Context: Ref: DOCE L 015,18.01.1985, p. 24
paso libre de rueda en la punta del corazón;El paso libre de rueda en la punta del corazón es la distancia entre el centro de la rueda más externa de un eje y el centro de la rueda más interna del eje adyacente.;"Decisión de la Comisión, de 26 de abril de 2011, sobre la especificación técnica de interoperabilidad del subsistema de infraestructura del sistema ferroviario transeuropeo convencional, <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32011D0275"" target=""_blank"">CELEX:32011D0275/ES</a>";Variants: paso libre de rueda en la punta del corazón | Domains: land transport | Context: Ref: Decisión de la Comisión, de 26 de abril de 2011, sobre la especificación técnica de interoperabilidad del subsistema de infraestructura del sistema ferroviario transeuropeo convencional, CELEX:32011D0275/ES
enganche articulado;Un enganche articulado es un tipo de conexión entre dos vehículos que permite que se muevan juntos como un solo vehículo. Este tipo de enlace se utiliza comúnmente en vehículos articulados, como autobuses o camiones, donde el enganche permite que los vehículos se muevan más fácilmente y eficientemente.;---;Variants: enganche articulado | Domains: land transport | Context: Ref: TERMCAT
autobús por teléfono;Un autobús por teléfono es un sistema de transporte público que permite a los usuarios llamar a un número telefónico para solicitar un servicio de transporte. El sistema funciona mediante la asignación de un número telefónico central al cual los usuarios pueden llamar para solicitar un viaje. Cuando se recibe una llamada, el sistema asigna un conductor disponible para realizar el viaje y proporciona la información necesaria al conductor sobre la ubicación del pasajero y el destino. Los conductores utilizan sus propios vehículos para realizar los viajes y reciben una tarifa por cada viaje realizado.;Diccionario de transportes públicos urbanos y suburbanos, 1986;Variants: autobús por teléfono, transporte público por teléfono | Domains: land transport | Context: Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986 | Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986
tubería del breque;Carrocería en blanco o carrocería en bruto es un vehículo que ha sido construido sin equip;"<a href=""http://euroferroviarios.net/index.php?name=Reviews&amp;req=showcontent&amp;id=4783"" target=""_blank"">Euroferroviarios &gt; Glosario &gt; Tubería del freno.<time datetime=""22.3.2023""> (22.3.2023)</time></a>";"Variants: cañería del breque, cañería del freno, tubería del breque, tubería del freno | Domains: land transport | Context: Ref: Reglamento (UE) n.º 1302/2014 de la Comisión sobre la especificación técnica de interoperabilidad del subsistema de material rodante locomotoras y material rodante de viajeros del sistema ferroviario en la Unión Europea (DO L 356 de 12.12.2014, p. 228). | Note: ""cañería del freno"" término empleado en América,""cañería del breque"" término empleado en Perú | Ref: Lex. ferrov. | Note: ""cañería del freno"" término empleado en América,""cañería del breque"" término empleado en Perú | Ref: Lex. ferrov. | Note: ""cañería del freno"" término empleado en América,""cañería del breque"" término empleado en Perú | Ref: Lex. ferrov. | Note: ""cañería del freno"" término empleado en América,""cañería del breque"" término empleado en Perú"
servicio de lanzadera con alojamiento;Un servicio de lanzadera sin alojamiento es un tipo de transporte público que ofrece viajes regulares entre;Reglamento (CEE) N° 684/92 del Consejo , DOCE L 74/1992 2;Variants: servicio de lanzadera con alojamiento | Domains: land transport | Context: Ref: Reglamento (CEE) N° 684/92 del Consejo , DOCE L 74/1992 2
canal de giro a la izquierda;Un carril es una vía de tránsito que se utiliza para el movimiento de vehículos o peatones. Puede ser una calzada, una pista de carreras, una pista de aterrizaje o una pista de esquí. Los carriles pueden estar separados por barreras físicas como guardacarros o mediante señales de tráfico.;Diccionario Técnico Vial de la AIPCR, 1991;Variants: canal de giro a la izquierda, carril de giro, carril de giro a izquierda, carril de giro a la izquierda, carril de preselección de giro, carril de vuelta a izquierda, corredor de tránsito, pista de vuelta a izquierda, vía de giro a izquierda, vía de vuelta a izquierda | Domains: land transport | Context: Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991
profesión de transportista de viajeros por carretera;El punto de referencia del techo es el punto más alto del techo del vehículo.;DOCE L 212,22.07.1989, p. 103;Variants: profesión de transportista de viajeros por carretera | Domains: land transport | Context: Ref: DOCE L 212,22.07.1989, p. 103
camión cisterna;Un tren diseñado para transportar carga en lugar de pasajeros. Los trenes de carga pueden ser utilizados para transportar todo tipo de materiales, desde productos agrícolas hasta;"Diccionario Español de Ingeniería, DEI, Real Academia de Ingeniería, Madrid, 2014, <a href=""http://diccionario.raing.es/es/lema/cami%C3%B3n-cisterna-0"" target=""_blank"">«camión cisterna»<time datetime=""25.7.2019""> (25.7.2019)</time></a>";Variants: camión cisterna, vehículo cisterna | Domains: land transport | Context: Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros | Ref: COM(1998) 564 OJ C 374/98 p.17
plan de circulación vial;La regulación de la circulación es el conjunto de normas y reglas que rigen el uso de las carreteras y vías públicas por parte de los usuarios. Estas normas y reglas están diseñadas para garantizar la seguridad y eficacia del tráfico, así como para proteger el medio ambiente y la calidad de vida de los habitantes de las zonas afectadas.;"Reglamento Delegado (UE) nº …/.. de la Comisión de 18.12.2014 por el que se complementa la Directiva 2010/40/UE del Parlamento Europeo y del Consejo en lo que se refiere al suministro de servicios de información de tráfico en tiempo real en toda la Unión Europea, <a href=""http://ec.europa.eu/transport/themes/its/news/doc/2014-12-18-rtti/c(2014)9672_es.pdf"" target=""_blank"">http://ec.europa.eu/transport/themes/its/news/doc/2014-12-18-rtti/c(2014)9672_es.pdf</a> [25.4.2015]";Variants: plan de circulación vial | Domains: land transport | Context: Ref: Reglamento Delegado (UE) nº …/.. de la Comisión de 18.12.2014 por el que se complementa la Directiva 2010/40/UE del Parlamento Europeo y del Consejo en lo que se refiere al suministro de servicios de información de tráfico en tiempo real en toda la Unión Europea, http://ec.europa.eu/transport/themes/its/news/doc/2014-12-18-rtti/c(2014)9672_es.pdf [25.4.2015]
supercarretera;La Autoridad Viaria es el organismo público competente en materia de tráfico y transporte terrestre, a través del cual se ejerce la potestad pública sobre los medios de transporte terrestre y las infraestructuras de transporte terrestre.;Directiva 93/89/CEE del Consejo, DO 1993 L 279/33;Variants: auto-ruta, autopista, supercarretera | Domains: land transport | Context: Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991
aceleración máxima;Zona de estacionamiento es un espacio delimitado donde se permite estacionar vehículos. Puede ser un aparcamiento público o privado. Los aparcamientos públicos son aquellos que están disponibles para todo el público, mientras que los aparcamientos privados son aquellos que pertenecen a una persona o empresa específica.;Diccionario de transportes públicos urbanos y suburbanos, 1986;Variants: aceleración máxima, aceleración punta | Domains: land transport | Context: Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986 | Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986
asiento delantero para el pasajero;El asiento delantero para el pasajero es un dispos;Directiva 90/628/CEE de la Comisión , DOCE L 341/1990 3;Variants: asiento delantero para el pasajero | Domains: land transport | Context: Ref: Directiva 90/628/CEE de la Comisión , DOCE L 341/1990 3
caballete;La dirección asistida es un sistema que permite a los conductores de vehícul;TERMCAT;Variants: asnilla, borriquete, caballete | Domains: land transport, building and public works | Context: Ref: TERMCAT | Ref: TERMCAT | Ref: TERMCAT
camino de servicio;"El término ""calidad de servicio"" se refiere a la percepción que los usuarios tienen sobre la calidad del servicio que reciben. Esta percepción puede ser influenciada por varios factores, como la fiabilidad, la velocidad, la comodidad y la eficacia del servicio. La calidad de servicio también puede ser medida a través de indicadores como la satisfacción del cliente, la tasa de rechazo o la frecuencia de fallas.";Diccionario Técnico Vial de la AIPCR, 1991;"Variants: calzada de servicio, calzada lateral, camino alimentador, camino auxiliar lateral, camino de servicio, camino lateral, camino marginal, vía de servicio | Domains: land transport | Context: Ref: Diccionario Técnico Vial de la AIPCR, 1991 ; TERMCAT. Diccionari de trànsit (en curso de elaboración) | Ref: Diccionario Técnico Vial de la AIPCR, 1991 ; TERMCAT. Diccionari de trànsit (en curso de elaboración) | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991 | Ref: Diccionario Técnico Vial de la AIPCR, 1991"
vía de carga;Vía de carga: vía;---;Variants: vía de carga | Domains: land transport | Context: Ref: Terminología del transporte combinado, Naciones Unidas-CEPE, 2001, versión española: Unidad de Terminología, SdT.
transporte público explotado por la administración;Accesibilidad sensorial: capacidad de ser alcanzada o utilizada por personas con discap;Diccionario de transportes públicos urbanos y suburbanos, 1986;Variants: transporte público explotado por la administración | Domains: land transport | Context: Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986
calidad de servicio;La calidad de servicio es una medida de la satisfacción que los clientes experimentan al utilizar un producto o servicio. Es una medida de cómo bien se cumplen las expectativas de los clientes con respecto a la calidad del producto o servicio. La calidad de servicio se mide mediante encuestas de satisfacción, donde los clientes responden a preguntas sobre su experiencia con el producto o servicio. Las encuestas de satisfacción pueden incluir preguntas sobre la facilidad de uso, la fiabilidad, la velocidad, la eficacia, la eficiencia, la seguridad, la confianza, la atención al cliente, etc.;Diccionario Técnico Vial de la AIPCR, 1991;"Variants: calidad de servicio, nivel de servicio | Domains: land transport | Context: Ref: Diccionario Técnico Vial de la AIPCR, 1991; Diccionario transportes públicos urbanos y suburbanos, 1986 | Ref: Diccionario transportes públicos urbanos y suburbanos, 1986"
franja ferroviaria;Carrocería en blanco o carrocería en bruto es un vehículo sin equipamiento interior ni exterior.;"Directiva 2001/14/CE relativa a la adjudicación de la capacidad de infraestructura ferroviaria y la aplicación de cánones por su utilización ( <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32001L0014"" target=""_blank"">CELEX:32001L0014/ES</a> )";"Variants: franja, franja ferroviaria, ruta ferroviaria, surco, surco ferroviario | Domains: land transport | Context: Un surco ferroviario es, por tanto, el derecho que el ADIF concede a un operador determinado, para explotar un tramo de vía determinado en un día, hora y sentido determinados. A partir de aquí, resulta fácil imaginar que la competencia entre los operadores que entren en el negocio consistirá fundamentalmente en la obtención de cuántos más surcos mejor. | Ref: Hacia la liberalización efectiva del ferrocarril , Miquel Llevat, Director General de Comsa Rail ( http://www.cel-logistica.org/subidasArticulos/90.pdf [nov-2009]) | Ref: Reglamento (CE) nº 62/2006 de la Comisión, de 23 de diciembre de 2005 , sobre la especificación técnica de interoperabilidad referente a las aplicaciones telemáticas para el subsistema del transporte de mercancías del sistema ferroviario transeuropeo convencional ( CELEX:32006R0062/ES ) | Usage: Atención: aunque en documentos como las Directivas 95/19/CE y 2001/14/CE y la propia Ley 39/2003, de 17 de noviembre, del Sector Ferroviario se usan los términos franja y ruta , el término acordado tras consultar con el Ministerio de Fomento español es el aquí indicado. | a) Asignación de capacidad y supervisión de la circulación de los trenes. Tarifa A.- Esta tarifa repercutirá a los obligados al pago, el coste de elaboración del Plan y de los Programas de explotación, en los que se ubican en la malla de circulaciones cada uno de los surcos solicitados, así como los costes de la emisión de la documentación necesaria y la gestión y supervisión de la circulación. | Ref: Orden FOM/1587/2003, de 16 de mayo, por la que se fijan las cuantías para la aplicación de los cánones ferroviarios establecidos en los artículos 23 y 24 de la Ley 53/2002, de 30 de diciembre, de Medidas Fiscales, Administrativas y del Orden Social. ( http://www.boe.es/boe/dias/2003/06/17/pdfs/A23106-23127.pdf [nov-2009]) | Ref: Véase el término 1. | Capacidad de infraestructura: la capacidad para programar las franjas ferroviarias solicitadas para un segmento de la infraestructura durante un periodo determinado. | Ref: Ley 39/2003, de 17 de noviembre, del Sector Ferroviario ( http://www.fomento.es/NR/rdonlyres/432E286F-0172-4227-95DC-FA8F7B5F776C/12102/leysectorferroviario.pdf [nov-2009]) | Ref: Ley 39/2003, de 17 de noviembre, del Sector Ferroviario | Note: Véase el campo ""Language Usage"" del término surco ferroviario . | Ref: Directiva 2001/14/CE relativa a la adjudicación de la capacidad de infraestructura ferroviaria y la aplicación de cánones por su utilización ( http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CONSLEG:2001L0014:20071204:ES:PDF [nov-2009])"
tacometro;Un alternador es un dispositivo electromecánico que convierte la energía mecánica en electricidad alterna. El alternador se utiliza principalmente en vehículos automotores para generar corriente continua a partir de la energía mecánica del motor.;PANAREDA, J.M, et al. Diccionari de cartografia, 1994;"Variants: cuenta revoluciones, tacometro | Domains: land transport | Context: Ref: Dictionary German-English-French-Italian-Spanish - http://www.geocities.com/Colosseum/1741/german.html; | Ref: Dictionary German-English-French-Italian-Spanish - http://www.geocities.com/Colosseum/1741/german.html;"
compartimento para equipaje;El ciclo de;"Reglamento n° 100 de la Comisión Económica de las Naciones Unidas para Europa (CEPE/ONU) — Disposiciones uniformes relativas a la homologación de vehículos en relación con los requisitos específicos del grupo motopropulsor eléctrico, <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:42011X0302(01)"" target=""_blank"">CELEX:42011X0302(01)/ES</a>";Variants: compartimento para equipaje | Domains: land transport | Context: Ref: Reglamento n° 100 de la Comisión Económica de las Naciones Unidas para Europa (CEPE/ONU) — Disposiciones uniformes relativas a la homologación de vehículos en relación con los requisitos específicos del grupo motopropulsor eléctrico, CELEX:42011X0302(01)/ES
familia de vehículos;Un vehículo articulado doble es un vehículo compuesto por tres o más unidades que se conectan entre sí mediante dos ejes comunes. Este tipo de vehículos se utilizan principalmente;DOCE C 77/1997;Variants: familia de vehículos | Domains: land transport, technology and technical regulations | Context: Ref: DOCE C 77/1997
punto de tangencia;Una rampa es una estructura que permite subir o bajar un vehículo desde un nivel superior a otro inferior. Las rampas se utiliz;TERMCAT;Variants: punto de tangencia | Domains: land transport | Context: Ref: TERMCAT
puente móvil;Un puente móvil es una estructura que permite cruzar un obstáculo, como un río o un canal, sin interrumpir el flujo del tráfico. Estas estructuras se pueden abrir y cerrar para permitir el paso de los vehículos. Los puentes móviles son utilizados en muchas partes del mundo y son especialmente útiles en lugares donde no hay espacio disponible para construir un puente fijo.;TERMCAT;Variants: puente móvil | Domains: land transport | Context: Ref: TERMCAT
ciclo de velocidad objetivo;;"<a href=""https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32019R1242"" target=""_blank"">Reglamento (UE) 2019/1242 del Parlamento Europeo y del Consejo por el que se establecen normas de comportamiento en materia de emisiones de CO<sub>2 </sub>para vehículos pesados nuevos (DO L 198 de 25.7.2019, p. 202)</a>";Variants: ciclo de velocidad objetivo | Domains: land transport | Context: Ref: Reglamento (UE) 2019/1242 del Parlamento Europeo y del Consejo por el que se establecen normas de comportamiento en materia de emisiones de CO2 para vehículos pesados nuevos (DO L 198 de 25.7.2019, p. 202)
