term;definition;source;info_semantica
célula permanente de la UE en SHAPE;La célula permanente de la Unión Europea en el Mando Supremo Aliado de la OTAN (SHAPE) es una unidad de personal de la Unión Europea que se encuentra .;Consejo-ES;Variants: célula permanente de la UE en SHAPE | Domains: INTERNATIONAL RELATIONS | Context: Creada en 2006 para mejorar la cooperación entre la UE y la OTAN. | Ref: Consejo-ES
situación real;La situación real se refiere a la descripción objetiva de los hechos ocurridos en una investigación o proceso judicial, sin interpretaciones ni conclu.;Diccionario de transportes públicos urbanos y suburbanos, 1986;Variants: situación real | Domains: INTERNATIONAL RELATIONS | Context: estado o condiciones existentes en un momento determinado de tiempo | Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986
Entrenamiento de Helicópteros en Zonas de Gran Altitud y Elevadas Temperaturas;"Entrenamiento de Helicópteros en Zonas de Gran Altitud y Elevadas Temperaturas La definición del término ""Entrenamiento de Helicópteros en Zonas de Gr.";"Sitio web de la CEP (en inglés): Pesco Projects &gt; <a href=""https://pesco.europa.eu/project/helicopter-hot-and-high-training-h3-training/"" target=""_blank"">Helicopter Hot and High Training (H3 Training)<time datetime=""7.4.2021""> (7.4.2021)</time></a>.";"Variants: Entrenamiento de Helicópteros en Zonas de Gran Altitud y Elevadas Temperaturas | Domains: INTERNATIONAL RELATIONS | Context: Proyecto de la <a href=""https://iate.europa.eu/entry/result/2200833/es"" target=""_blank"">Cooperación Estructurada Permanente (CEP)</a> tendente a ofrecer a las tripulaciones de helicópteros (tanto militares como civiles) formación especializada sobre vuelo y táctica en entornos de gran altitud y con temperaturas elevadas. | Ref: Sitio web de la CEP (en inglés): Pesco Projects &gt; <a href=""https://pesco.europa.eu/project/helicopter-hot-and-high-training-h3-training/"" target=""_blank"">Helicopter Hot and High Training (H3 Training)<time datetime=""7.4.2021""> (7.4.2021)</time></a>."
buque patrullero;Buque patrullero Un buque patrullero es un tipo de embarcación utilizada por las fuerzas armadas o autoridades marítimas para realizar tareas de vigil.;COM-ES;Variants: buque patrullero | Domains: INTERNATIONAL RELATIONS | Context: Pequeña embarcación usada en operaciones de vigilancia y defensa costera. | Ref: COM-ES
sistema de defensa antimisiles;El sistema de defensa antimisiles es una infraestructura militar diseñada para detectar, rastrear y neutralizar misiles balísticos enemigos antes que .;"Consejo-ES basado en <a href=""http://www.aerospace-technology.com/projects/eurocopter_ec145/"" target=""_blank"">http://www.aerospace-technology.com/projects/eurocopter_ec145/</a>";"Variants: sistema de defensa antimisiles | Domains: INTERNATIONAL RELATIONS | Context: Un sistema para proteger las aeronaves, en particular los helicópteros y aeronaves civiles de los ataques con misiles tierra-aire. | Ref: Consejo-ES basado en <a href=""http://www.aerospace-technology.com/projects/eurocopter_ec145/"" target=""_blank"">http://www.aerospace-technology.com/projects/eurocopter_ec145/</a>"
instrucciones del Estado Mayor director del ejercicio;Instrucciones del Estado Mayor director del ejercicio Instrucciones del Estado Mayor director del ejercicio se refieren a las directrices y órdenes em.;Guía de planeamiento del ejercicio CME 02, SN 4599/01, punto II.4;"Variants: instrucciones del Estado Mayor director del ejercicio | Domains: INTERNATIONAL RELATIONS | Context: Se trata de uno de los documentos de ejercicio en el contexto de los ejercicios de conducción de crisis.<br>""La DI-INST incluirá información destinada al Estado Mayor director del ejercicio (DISTAFF) sobre la conducción propiamente dicha del ejercicio. También figurará en las DI-INST una Lista de Acontecimientos previamente definida, que incluirá una serie de acontecimientos clave y de otra índole relacionados con el escenario ficticio para el período activo (en simulación). | Ref: Guía de planeamiento del ejercicio CME 02, SN 4599/01, punto II.4"
reserva estratégica;La reserva estratégica es una cantidad de recursos o capacidades militares que se mantienen ocultos o no están disponibles para uso inmediato, pero pu.;Estado Mayor de la Defensa español, Traducción del Glosario OTAN de Términos y Definiciones, Madrid, agosto de 1996;Variants: reserva estratégica | Domains: INTERNATIONAL RELATIONS | Context: Refuerzos exteriores que no dependen de un Mando Subordinado Principal, pero que pueden ser desplegados en cualquier región para cumplir una misión en un momento determinado bajo las órdenes de un Mando Supremo Aliado. | Ref: Estado Mayor de la Defensa español, Traducción del Glosario OTAN de Términos y Definiciones, Madrid, agosto de 1996
alerta rápida e interceptación con vigilancia espacial de los teatros de operaciones;Alerta rápida e interceptación con vigilancia espacial de los teatros de operaciones La definición del término 'alerta rápida e interceptación con vig.;"Consejo-ES a partir de diversas fuentes. Véase, en particular:<div>Sitio web de la CEP &gt; Proyectos &gt; <a href=""https://pesco.europa.eu/project/timely-warning-and-interception-with-space-based-theater-surveillance-twister/"" target=""_blank"">Timely Warning and Interception with Space‐based TheatER surveillance<time datetime=""25.3.2021""> (25.3.2021)</time></a> (en inglés).</div> | Ruiz, R: <a href=""https://www.defensa.gob.es/Galerias/gabinete/red/2019/12/RED367.pdf"" target=""_blank"">«La Europa de la Defensa avanza con paso firme»<time datetime=""23.3.2021""> (23.3.2021)</time></a>, <i>Revista Española de Defensa</i>, n.º 367, Ministerio de Defensa, 2019, p. 50.";"Variants: alerta rápida e interceptación con vigilancia espacial de los teatros de operaciones | Domains: INTERNATIONAL RELATIONS | Context: Proyecto de la <a href=""https://iate.europa.eu/entry/result/2200833/es"" target=""_blank"">CEP</a> encaminado a reforzar las capacidades de alerta temprana e interceptación de amenazas aéreas en el espacio, con el objetivo de que Europa tenga capacidad propia para contribuir al sistema de defensa contra misiles balísticos de la OTAN. | Ref: Consejo-ES a partir de diversas fuentes. Véase, en particular:<div>Sitio web de la CEP &gt; Proyectos &gt; <a href=""https://pesco.europa.eu/project/timely-warning-and-interception-with-space-based-theater-surveillance-twister/"" target=""_blank"">Timely Warning and Interception with Space‐based TheatER surveillance<time datetime=""25.3.2021""> (25.3.2021)</time></a> (en inglés).</div> | Ruiz, R: <a href=""https://www.defensa.gob.es/Galerias/gabinete/red/2019/12/RED367.pdf"" target=""_blank"">«La Europa de la Defensa avanza con paso firme»<time datetime=""23.3.2021""> (23.3.2021)</time></a>, <i>Revista Española de Defensa</i>, n.º 367, Ministerio de Defensa, 2019, p. 50."
CNS de Chile;CNS de Chile CNS de Chile ( Centro Nacional de Seguridad ) es la agencia gubernamental encargada de coordinar y supervisar las actividades relacionada.;"Consejo Nacional de Seguridad de Chile &gt; <a href=""https://www.cnsdechile.cl/quienes-somos/"" target=""_blank"">Quiénes Somos<time datetime=""16.4.2022""> (16.4.2022)</time></a>";"Variants: CNS de Chile | Domains: INTERNATIONAL RELATIONS | Context: Corporación privada, sin fines de lucro, creada el 7 de mayo de 1953, por determinación gubernamental, con el objetivo básico de fomentar la prevención de riesgos y crear conciencia sobre la necesidad de prevenir los accidentes y las enfermedades profesionales en las diferentes actividades de la vida nacional | Ref: Consejo Nacional de Seguridad de Chile &gt; <a href=""https://www.cnsdechile.cl/quienes-somos/"" target=""_blank"">Quiénes Somos<time datetime=""16.4.2022""> (16.4.2022)</time></a>"
contraminar;Contraminar La contraminación es la acción de preparar o utilizar una sustancia que impida o dificulte la efectividad de una medida de defensa, como u.;---;"Variants: contraminar | Domains: INTERNATIONAL RELATIONS | Context: ""Proceso de hacer explotar la carga principal de una mina mediante un golpe o una explosión producida en sus proximidades de otra mina o carga explosiva independiente. La explosión puede realizarse por simpatía o mediante una cadena de explosivos que da fuego al mecanismo de la mina."" | Ref: ---"
grupo de avanzada;Grupo de avanzada Un grupo de avanzada es una unidad militar que se desplaza hacia la delantera de una posición o zona de operaciones, con el objetivo.;SN 400/00 ADD 1 REV 1, pp. 71-72.;"Variants: grupo de avanzada | Domains: INTERNATIONAL RELATIONS | Context: ""la determinación de medios de preparación (equipos de anticipación, mandos y capacidades logísticas) para las operaciones de policía de la UE"" es uno de los elementos de las misiones de reforzamiento y sustitución de las fuerzas locales de policía en el ámbito de los aspectos civiles de la gestión de crisis. | Ref: SN 400/00 ADD 1 REV 1, pp. 71-72."
puesta en común y uso compartido;Puesta en común y uso compartido La puesta en común y uso compartido se refiere a la práctica de compartir recursos, conocimientos o tecnologías entre.;Consejo-ES;"Variants: puesta en común y uso compartido | Domains: INTERNATIONAL RELATIONS | Context: Puesta a disposición de otros Estados miembros de la Unión de las capacidades <a href=""/entry/result/915819/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:915819</a> y recursos para fines militares con que cuenta un Estado. | Ref: Consejo-ES"
estratégico;Relativo a la planificación o ejecución de acciones que buscan lograr objetivos importantes, especialmente en contextos militares o de seguridad nacio.;"Consejo-ES; véase Naciones Unidas, UNTERM (base terminológica) (voz ""transporte estratégico"") <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument</a>";"Variants: estratégico | Domains: INTERNATIONAL RELATIONS | Context: Desplazamiento o servicio efectuado entre distintos teatros de operaciones. Obsérvese que los conceptos de transporte estratégico, evacuación estratégica, etc. pueden referirse también a desplazamientos efectuados entre un teatro de operaciones y el territorio español o del país que envía las tropas. | Ref: Consejo-ES; véase Naciones Unidas, UNTERM (base terminológica) (voz ""transporte estratégico"") <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument</a>"
cuartel general fijo;El cuartel general fijo es la sede principal de una unidad militar o fuerza armada, donde se concentran las operaciones y decisiones estratégicas. Es .;Consejo-ES;Variants: cuartel general fijo | Domains: INTERNATIONAL RELATIONS | Context: Cuartel general que no puede desmontarse ni transportarse. | Ref: Consejo-ES
mando;El mando es la autoridad o poder que se ejerce sobre una unidad militar, fuerza o grupo de personas para dirigir y controlar sus acciones. Es el cargo.;1)FAS (Federation of American Scientists): Fundamentals of Naval Weapons Systems (en inglés), capítulo 20, punto 20.2.1. 2) Ejército Bolivariano de Venezuela: Diccionario de Términos Militares.;Variants: mando | Domains: INTERNATIONAL RELATIONS | Context: 1) Ejercicio funcional de la autoridad, fundado en el conocimiento, para alcanzar un objetivo o meta. 2) La autoridad que ejerce legalmente un comandante (...) sobre sus subalternos en virtud de su rango o cargo. El mando incluye la autoridad y responsabilidad para usar eficazmente los recursos disponibles y para planear el empleo de las fuerzas militares, organizarlas, dirigirlas, coordinarlas y controlarlas para el cumplimiento de las misiones asignadas. Incluye además la responsabilidad por la salud, el bienestar, la moral y la disciplina del personal asignado. | Ref: 1)FAS (Federation of American Scientists): Fundamentals of Naval Weapons Systems (en inglés), capítulo 20, punto 20.2.1. 2) Ejército Bolivariano de Venezuela: Diccionario de Términos Militares.
grupo de expertos operacionales de la ISP;Grupo de expertos operacionales de la ISP Grupo de expertos operacionales de la ISP (Inteligencia Superior del Poder) es una unidad especializada dent.;"Departamento de Estado (Ministerio de Asuntos Exteriores) de Estados Unidos: ""<i>Proliferation Security Initiative Frequently Asked Questions</i>"" (en inglés) <a href=""http://www.state.gov/t/isn/115491.htm"" target=""_blank"">http://www.state.gov/t/isn/115491.htm</a> [3.3.2009]";"Variants: grupo de expertos operacionales de la ISP | Domains: INTERNATIONAL RELATIONS | Context: Grupo de expertos militares, policiales, de inteligencia, jurídicos y diplomáticos de los 20 Estados que participan en la ISP; se reúne periódicamente para definir conceptos operativos, organizar el programa de ejercicios de la ISP, poner en común la información sobre las autoridades nacionales y mantener una cooperación con los sectores industriales pertinentes. | Ref: Departamento de Estado (Ministerio de Asuntos Exteriores) de Estados Unidos: ""<i>Proliferation Security Initiative Frequently Asked Questions</i>"" (en inglés) <a href=""http://www.state.gov/t/isn/115491.htm"" target=""_blank"">http://www.state.gov/t/isn/115491.htm</a> [3.3.2009]"
misil Hot;"Misil Hot El misil Hot es un tipo de misil guiado por radar, diseñado para atacar objetivos aéreos. Su nombre proviene del inglés ""Heat-Seeking"", que .";José Velasco, Madrid, 1991;Variants: misil Hot | Domains: INTERNATIONAL RELATIONS | Context: misil que se lanza por medio de conjunto de tubos y que es guiado hacia el blanco por medio de fotocélulas | Ref: José Velasco, Madrid, 1991
Iniciativa de Defensa Estratégica;Iniciativa de Defensa Estratégica La Iniciativa de Defensa Estratégica (Strategic Defense Initiative, SDI) fue una propuesta presentada por el preside.;---;"Variants: Iniciativa de Defensa Estratégica | Domains: INTERNATIONAL RELATIONS | Context: Programa expuesto por el presidente Reagan en su discurso del 23.3.1983 sobre la ""guerra de las galaxias"". El objetivo era el desarrollo de armas capaces de interceptar y destruir misiles nucleares en vuelo, poniendo a Estados Unidos a salvo de la amenaza de un ataque nuclear por parte de otro Estado. (Glosario doe Defensa). | Ref: ---"
fuerza subsidiaria;Fuerza subsidiaria La fuerza subsidiaria es la capacidad de una nación o estado para defenderse cuando no puede hacerlo por sí misma, ya sea debido a .;"Consejo-ES, a partir de diversas fuentes. Véase, por ejemplo:<div>Pontijas Calderón, J. L.: <a href=""https://www.ieee.es/Galerias/fichero/docs_analisis/2020/DIEEEA09_2020JOSPON_proxy.pdf"" target=""_blank"">«Tendencias en la guerra por delegación (proxy warfare)»<time datetime=""22.3.2023""> (22.3.2023)</time></a>, Instituto Español de Estudios Estratégicos (IEEE), Documento Análisis 09/2020, 30.3.2020.<br></div>";"Variants: fuerza subsidiaria | Domains: INTERNATIONAL RELATIONS | Context: Fuerza, frecuentemente irregular, a la que recurre una parte en un conflicto para alcanzar sus objetivos de manera indirecta. | Ref: Consejo-ES, a partir de diversas fuentes. Véase, por ejemplo:<div>Pontijas Calderón, J. L.: <a href=""https://www.ieee.es/Galerias/fichero/docs_analisis/2020/DIEEEA09_2020JOSPON_proxy.pdf"" target=""_blank"">«Tendencias en la guerra por delegación (proxy warfare)»<time datetime=""22.3.2023""> (22.3.2023)</time></a>, Instituto Español de Estudios Estratégicos (IEEE), Documento Análisis 09/2020, 30.3.2020.<br></div>"
teatro de las hostilidades;El teatro de las hostilidades es la zona geográfica donde se desarrollan los conflictos armados o las operaciones militares, que puede ser terrestre, .;"Consejo-ES a partir de:<div>Ministerio de Defensa: <a href=""https://www.defensa.gob.es/ceseden/en/Galerias/ccdc/documentos/02_PDC-01_xAx_Doctrina_empleo_FAS.pdf"" target=""_blank""><i>Doctrina para el empleo de las FAS</i><time datetime=""25.3.2021""> (25.3.2021)</time></a>, Ministerio de Defensa, 2018, 178 pp.</div>";"Variants: teatro de las hostilidades | Domains: INTERNATIONAL RELATIONS | Context: Conjunto de los espacios físicos y no físicos que se ven afectados en un conflicto armado. Puede contener más de un <a href=""https://iate.europa.eu/entry/result/3591451/es"" target=""_blank"">teatro de operaciones</a>. | Ref: Consejo-ES a partir de:<div>Ministerio de Defensa: <a href=""https://www.defensa.gob.es/ceseden/en/Galerias/ccdc/documentos/02_PDC-01_xAx_Doctrina_empleo_FAS.pdf"" target=""_blank""><i>Doctrina para el empleo de las FAS</i><time datetime=""25.3.2021""> (25.3.2021)</time></a>, Ministerio de Defensa, 2018, 178 pp.</div>"
