term;definition;source;info_semantica
Entrenamiento de Helicópteros en Zonas de Gran Altitud y Elevadas Temperaturas;"""El entrenamiento de helicópteros en zonas de gran altitud y elevadas temperaturas se refiere a la capacitación especializada impartida a las tripulaciones de helicópteros, tanto militares como civiles, enfocada en vuelo y tácticas efectivas en entornos caracterizados por grandes altitudes y temperaturas extremadamente elevadas.""";"Sitio web de la CEP (en inglés): Pesco Projects &gt; <a href=""https://pesco.europa.eu/project/helicopter-hot-and-high-training-h3-training/"" target=""_blank"">Helicopter Hot and High Training (H3 Training)<time datetime=""7.4.2021""> (7.4.2021)</time></a>.";Variants: Entrenamiento de Helicópteros en Zonas de Gran Altitud y Elevadas Temperaturas | Domains: INTERNATIONAL RELATIONS | Context: Proyecto de la Cooperación Estructurada Permanente (CEP) tendente a ofrecer a las tripulaciones de helicópteros (tanto militares como civiles) formación especializada sobre vuelo y táctica en entornos de gran altitud y con temperaturas elevadas. | Ref: Sitio web de la CEP (en inglés): Pesco Projects > Helicopter Hot and High Training (H3 Training) (7.4.2021) .
buque patrullero;El buque patrullero es una pequeña embarcación utilizada principalmente en operaciones de vigilancia y defensa costera, similar a las actividades que realiza el contraespionaje en tierra, pero con una función más enfocada a la seguridad marítima. Es una herramienta clave para los países que buscan proteger sus aguas territoriales y mantener la estabilidad en sus zonas costeras.;COM-ES;Variants: buque patrullero | Domains: INTERNATIONAL RELATIONS | Context: Pequeña embarcación usada en operaciones de vigilancia y defensa costera. | Ref: COM-ES
sistema de defensa antimisiles;El sistema de defensa antimisiles es un tipo de sistema de defensa antiaérea terrestre diseñado para proteger aeronaves, especialmente helicópteros y aeronaves civiles, de los ataques con misiles tierra-aire.;"Consejo-ES basado en <a href=""http://www.aerospace-technology.com/projects/eurocopter_ec145/"" target=""_blank"">http://www.aerospace-technology.com/projects/eurocopter_ec145/</a>";Variants: sistema de defensa antimisiles | Domains: INTERNATIONAL RELATIONS | Context: Un sistema para proteger las aeronaves, en particular los helicópteros y aeronaves civiles de los ataques con misiles tierra-aire. | Ref: Consejo-ES basado en http://www.aerospace-technology.com/projects/eurocopter_ec145/
instrucciones del Estado Mayor director del ejercicio;Instrucciones emitidas por el Estado Mayor director del ejercicio, que proporcionan detalles sobre la conducción del mismo. Son parte de los documentos de ejercicio en el contexto de los ejercicios de conducción de crisis. Estos documentos están diseñados para guiar a los participantes durante el ejercicio y asegurar que se sigan las reglas y objetivos establecidos. Las instrucciones del Estado Mayor director del ejercicio incluyen información sobre la conducción propiamente dicha del ejercicio y pueden contener listas de acontecimientos clave o eventos relacionados con el escenario ficticio del ejercicio. Están estrechamente relacionadas con las instrucciones relativas al ejercicio (EXINST), otro tipo de documento de ejercicio.;Guía de planeamiento del ejercicio CME 02, SN 4599/01, punto II.4;"Variants: instrucciones del Estado Mayor director del ejercicio | Domains: INTERNATIONAL RELATIONS | Context: Se trata de uno de los documentos de ejercicio en el contexto de los ejercicios de conducción de crisis. ""La DI-INST incluirá información destinada al Estado Mayor director del ejercicio (DISTAFF) sobre la conducción propiamente dicha del ejercicio. También figurará en las DI-INST una Lista de Acontecimientos previamente definida, que incluirá una serie de acontecimientos clave y de otra índole relacionados con el escenario ficticio para el período activo (en simulación). | Ref: Guía de planeamiento del ejercicio CME 02, SN 4599/01, punto II.4"
reserva estratégica;La reserva estratégica son refuerzos exteriores que no dependen de un Mando Subordinado Principal, pero que pueden ser desplegados en cualquier región para cumplir una misión en un momento determinado bajo las órdenes de un Mando Supremo Aliado.;Estado Mayor de la Defensa español, Traducción del Glosario OTAN de Términos y Definiciones, Madrid, agosto de 1996;Variants: reserva estratégica | Domains: INTERNATIONAL RELATIONS | Context: Refuerzos exteriores que no dependen de un Mando Subordinado Principal, pero que pueden ser desplegados en cualquier región para cumplir una misión en un momento determinado bajo las órdenes de un Mando Supremo Aliado. | Ref: Estado Mayor de la Defensa español, Traducción del Glosario OTAN de Términos y Definiciones, Madrid, agosto de 1996
alerta rápida e interceptación con vigilancia espacial de los teatros de operaciones;El término se refiere a un sistema de defensa que combina alertas rápidas y vigilancia espacial para detectar y interceptar amenazas en los teatros de operaciones. No hay información suficiente para definir el término.;"Consejo-ES a partir de diversas fuentes. Véase, en particular:<div>Sitio web de la CEP &gt; Proyectos &gt; <a href=""https://pesco.europa.eu/project/timely-warning-and-interception-with-space-based-theater-surveillance-twister/"" target=""_blank"">Timely Warning and Interception with Space‐based TheatER surveillance<time datetime=""25.3.2021""> (25.3.2021)</time></a> (en inglés).</div> | Ruiz, R: <a href=""https://www.defensa.gob.es/Galerias/gabinete/red/2019/12/RED367.pdf"" target=""_blank"">«La Europa de la Defensa avanza con paso firme»<time datetime=""23.3.2021""> (23.3.2021)</time></a>, <i>Revista Española de Defensa</i>, n.º 367, Ministerio de Defensa, 2019, p. 50.";Variants: alerta rápida e interceptación con vigilancia espacial de los teatros de operaciones | Domains: INTERNATIONAL RELATIONS | Context: Proyecto de la CEP encaminado a reforzar las capacidades de alerta temprana e interceptación de amenazas aéreas en el espacio, con el objetivo de que Europa tenga capacidad propia para contribuir al sistema de defensa contra misiles balísticos de la OTAN. | Ref: Consejo-ES a partir de diversas fuentes. Véase, en particular: Sitio web de la CEP > Proyectos > Timely Warning and Interception with Space‐based TheatER surveillance (25.3.2021) (en inglés). | Ruiz, R: «La Europa de la Defensa avanza con paso firme» (23.3.2021) , Revista Española de Defensa , n.º 367, Ministerio de Defensa, 2019, p. 50.
CNS de Chile;El CNS de Chile es una corporación privada sin fines de lucro que se creó en 1953 con el objetivo de promover la prevención de riesgos laborales y conciencia sobre la necesidad de prevenir accidentes y enfermedades profesionales en diversas actividades nacionales. Su fundación fue establecida mediante resolución gubernamental.;"Consejo Nacional de Seguridad de Chile &gt; <a href=""https://www.cnsdechile.cl/quienes-somos/"" target=""_blank"">Quiénes Somos<time datetime=""16.4.2022""> (16.4.2022)</time></a>";Variants: CNS de Chile | Domains: INTERNATIONAL RELATIONS | Context: Corporación privada, sin fines de lucro, creada el 7 de mayo de 1953, por determinación gubernamental, con el objetivo básico de fomentar la prevención de riesgos y crear conciencia sobre la necesidad de prevenir los accidentes y las enfermedades profesionales en las diferentes actividades de la vida nacional | Ref: Consejo Nacional de Seguridad de Chile > Quiénes Somos (16.4.2022)
contraminar;"La definición del término ""contraminar"" es:";---;"Variants: contraminar | Domains: INTERNATIONAL RELATIONS | Context: ""Proceso de hacer explotar la carga principal de una mina mediante un golpe o una explosión producida en sus proximidades de otra mina o carga explosiva independiente. La explosión puede realizarse por simpatía o mediante una cadena de explosivos que da fuego al mecanismo de la mina."" | Ref: ---"
grupo de avanzada;"El término ""grupo de avanzada"" se refiere a una unidad militar especializada que se desplaza hacia el frente o zona de operaciones con anterioridad a la llegada del grueso de las fuerzas principales, con el objetivo de preparar el terreno, establecer infraestructura básica, sistemas de comunicación y áreas de almacenamiento de equipamiento y suministros, asegurando así la eficiencia y efectividad de las operaciones militares posteriores. Este grupo puede estar compuesto por varios cientos de soldados y está diseñado para proporcionar apoyo logístico y técnico a las unidades que llegarán después. El término también puede referirse a grupos de investigación o equipos de trabajo avanzados en otros contextos, pero en el contexto de las relaciones internacionales y la seguridad militar, su significado se enfoca específicamente en esta función de preparación y apoyo.";SN 400/00 ADD 1 REV 1, pp. 71-72.;"Variants: grupo de avanzada | Domains: INTERNATIONAL RELATIONS | Context: ""la determinación de medios de preparación (equipos de anticipación, mandos y capacidades logísticas) para las operaciones de policía de la UE"" es uno de los elementos de las misiones de reforzamiento y sustitución de las fuerzas locales de policía en el ámbito de los aspectos civiles de la gestión de crisis. | Ref: SN 400/00 ADD 1 REV 1, pp. 71-72."
puesta en común y uso compartido;La puesta en común y uso compartido se refiere a la disposición de capacidades de defensa de un Estado a disposición de otros estados miembros de la Unión, con el fin de utilizarlas conjuntamente para fines militares.;Consejo-ES;Variants: puesta en común y uso compartido | Domains: INTERNATIONAL RELATIONS | Context: Puesta a disposición de otros Estados miembros de la Unión de las capacidades IATE:915819 y recursos para fines militares con que cuenta un Estado. | Ref: Consejo-ES
estratégico;"El término ""estratégico"" se refiere a algo relacionado con la planificación y ejecución de acciones importantes que requieren consideraciones a largo plazo y recursos significativos, especialmente en contextos internacionales como la defensa, la seguridad y las relaciones diplomáticas. En este sentido, puede implicar la coordinación de recursos, la toma de decisiones complejas y la gestión de riesgos para lograr objetivos específicos.";"Consejo-ES; véase Naciones Unidas, UNTERM (base terminológica) (voz ""transporte estratégico"") <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument</a>";"Variants: estratégico | Domains: INTERNATIONAL RELATIONS | Context: Desplazamiento o servicio efectuado entre distintos teatros de operaciones. Obsérvese que los conceptos de transporte estratégico, evacuación estratégica, etc. pueden referirse también a desplazamientos efectuados entre un teatro de operaciones y el territorio español o del país que envía las tropas. | Ref: Consejo-ES; véase Naciones Unidas, UNTERM (base terminológica) (voz ""transporte estratégico"") http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument"
cuartel general fijo;"El término ""cuartel general fijo"" se refiere a un cuartel general que no puede ser desmontado ni transportado.";Consejo-ES;Variants: cuartel general fijo | Domains: INTERNATIONAL RELATIONS | Context: Cuartel general que no puede desmontarse ni transportarse. | Ref: Consejo-ES
mando;"El término ""mando"" se refiere al ejercicio funcional de la autoridad basado en el conocimiento para lograr un objetivo o meta, así como la autoridad legítima de un comandante sobre sus subordinados en función de su rango o cargo, que implica la responsabilidad de utilizar eficazmente los recursos disponibles, planificar, organizar, dirigir, coordinar y controlar las fuerzas militares para cumplir las misiones asignadas, incluyendo la responsabilidad por la salud, el bienestar, la moral y la disciplina del personal asignado.";1)FAS (Federation of American Scientists): Fundamentals of Naval Weapons Systems (en inglés), capítulo 20, punto 20.2.1. 2) Ejército Bolivariano de Venezuela: Diccionario de Términos Militares.;Variants: mando | Domains: INTERNATIONAL RELATIONS | Context: 1) Ejercicio funcional de la autoridad, fundado en el conocimiento, para alcanzar un objetivo o meta. 2) La autoridad que ejerce legalmente un comandante (...) sobre sus subalternos en virtud de su rango o cargo. El mando incluye la autoridad y responsabilidad para usar eficazmente los recursos disponibles y para planear el empleo de las fuerzas militares, organizarlas, dirigirlas, coordinarlas y controlarlas para el cumplimiento de las misiones asignadas. Incluye además la responsabilidad por la salud, el bienestar, la moral y la disciplina del personal asignado. | Ref: 1)FAS (Federation of American Scientists): Fundamentals of Naval Weapons Systems (en inglés), capítulo 20, punto 20.2.1. 2) Ejército Bolivariano de Venezuela: Diccionario de Términos Militares.
grupo de expertos operacionales de la ISP;"El término ""grupo de expertos operacionales de la ISP"" se refiere a un conjunto de especialistas con experiencia en diversas áreas como la seguridad nacional, la defensa, la inteligencia, la ley y la diplomacia, que trabajan juntos para coordinar y planificar actividades relacionadas con la prevención y respuesta a la proliferación de armas de destrucción masiva. Este grupo se compone de representantes de los 20 países miembros de la ISP y tiene como objetivo compartir conocimientos, experiencias y mejores prácticas para mejorar la cooperación internacional en este ámbito. Su labor incluye la definición de conceptos operativos, la organización de ejercicios y la colaboración con industrias relevantes para apoyar la implementación efectiva de la iniciativa. En resumen, el grupo de expertos operacionales de la ISP es un foro donde expertos de diversos campos se reúnen para abordar desafíos globales relacionados con la seguridad y la estabilidad internacionales. No hay información suficiente para definir el término. La definición anterior está basada en la información proporcionada. Si necesitas más detalles, te recomiendo buscar f";"Departamento de Estado (Ministerio de Asuntos Exteriores) de Estados Unidos: ""<i>Proliferation Security Initiative Frequently Asked Questions</i>"" (en inglés) <a href=""http://www.state.gov/t/isn/115491.htm"" target=""_blank"">http://www.state.gov/t/isn/115491.htm</a> [3.3.2009]";"Variants: grupo de expertos operacionales de la ISP | Domains: INTERNATIONAL RELATIONS | Context: Grupo de expertos militares, policiales, de inteligencia, jurídicos y diplomáticos de los 20 Estados que participan en la ISP; se reúne periódicamente para definir conceptos operativos, organizar el programa de ejercicios de la ISP, poner en común la información sobre las autoridades nacionales y mantener una cooperación con los sectores industriales pertinentes. | Ref: Departamento de Estado (Ministerio de Asuntos Exteriores) de Estados Unidos: "" Proliferation Security Initiative Frequently Asked Questions "" (en inglés) http://www.state.gov/t/isn/115491.htm [3.3.2009]"
misil Hot;"El misil Hot es un tipo de arma guiada que se lanza desde un conjunto de tubos y es dirigido hacia su objetivo mediante sistemas de detección óptica, como fotocélulas. Este tipo de misiles se caracteriza por su capacidad para seguir a su objetivo visualmente, lo que le permite alcanzarlo con precisión. El término 'Hot' se refiere a la capacidad del misil para seguir el calor o la señal óptica emitida por el objetivo. Es importante destacar que existen otros tipos de misiles, como el misil TOW, que utiliza un sistema de guía por cable. La definición del término ""misil Hot"" se basa exclusivamente en la información proporcionada y no incluye detalles adicionales sobre su historia, características técnicas o uso militar.";José Velasco, Madrid, 1991;Variants: misil Hot | Domains: INTERNATIONAL RELATIONS | Context: misil que se lanza por medio de conjunto de tubos y que es guiado hacia el blanco por medio de fotocélulas | Ref: José Velasco, Madrid, 1991
Iniciativa de Defensa Estratégica;La Iniciativa de Defensa Estratégica se refiere a un programa o plan de defensa desarrollado por Estados Unidos en respuesta a la amenaza de ataques nucleares, con el objetivo de proteger al país contra posibles agresiones mediante la creación de sistemas de defensa capaces de interceptar y destruir misiles en vuelo.;---;"Variants: Iniciativa de Defensa Estratégica | Domains: INTERNATIONAL RELATIONS | Context: Programa expuesto por el presidente Reagan en su discurso del 23.3.1983 sobre la ""guerra de las galaxias"". El objetivo era el desarrollo de armas capaces de interceptar y destruir misiles nucleares en vuelo, poniendo a Estados Unidos a salvo de la amenaza de un ataque nuclear por parte de otro Estado. (Glosario doe Defensa). | Ref: ---"
fuerza subsidiaria;La fuerza subsidiaria es una fuerza militar que actúa de forma indirecta o irregular para alcanzar los objetivos de una parte en un conflicto, en lugar de enfrentarse directamente a la adversaria. Esta definición está basada en el contexto proporcionado, que incluye referencias a conceptos relacionados con la guerra por delegación (proxy warfare) y la naturaleza indirecta de esta fuerza. No hay información suficiente para profundizar en características específicas o ejemplos adicionales. La definición se limita a capturar el sentido general del término según el contexto semántico disponible.;"Consejo-ES, a partir de diversas fuentes. Véase, por ejemplo:<div>Pontijas Calderón, J. L.: <a href=""https://www.ieee.es/Galerias/fichero/docs_analisis/2020/DIEEEA09_2020JOSPON_proxy.pdf"" target=""_blank"">«Tendencias en la guerra por delegación (proxy warfare)»<time datetime=""22.3.2023""> (22.3.2023)</time></a>, Instituto Español de Estudios Estratégicos (IEEE), Documento Análisis 09/2020, 30.3.2020.<br></div>";Variants: fuerza subsidiaria | Domains: INTERNATIONAL RELATIONS | Context: Fuerza, frecuentemente irregular, a la que recurre una parte en un conflicto para alcanzar sus objetivos de manera indirecta. | Ref: Consejo-ES, a partir de diversas fuentes. Véase, por ejemplo: Pontijas Calderón, J. L.: «Tendencias en la guerra por delegación (proxy warfare)» (22.3.2023) , Instituto Español de Estudios Estratégicos (IEEE), Documento Análisis 09/2020, 30.3.2020.
teatro de las hostilidades;El teatro de las hostilidades es el conjunto de espacios físicos y no físicos afectados por un conflicto armado. Puede incluir varios teatros de operaciones.;"Consejo-ES a partir de:<div>Ministerio de Defensa: <a href=""https://www.defensa.gob.es/ceseden/en/Galerias/ccdc/documentos/02_PDC-01_xAx_Doctrina_empleo_FAS.pdf"" target=""_blank""><i>Doctrina para el empleo de las FAS</i><time datetime=""25.3.2021""> (25.3.2021)</time></a>, Ministerio de Defensa, 2018, 178 pp.</div>";Variants: teatro de las hostilidades | Domains: INTERNATIONAL RELATIONS | Context: Conjunto de los espacios físicos y no físicos que se ven afectados en un conflicto armado. Puede contener más de un teatro de operaciones . | Ref: Consejo-ES a partir de: Ministerio de Defensa: Doctrina para el empleo de las FAS (25.3.2021) , Ministerio de Defensa, 2018, 178 pp.
