term;definition;source;info_semantica
célula permanente de la UE en SHAPE;La Escuela de;Consejo-ES;Variants: célula permanente de la UE en SHAPE | Domains: INTERNATIONAL RELATIONS | Context: Creada en 2006 para mejorar la cooperación entre la UE y la OTAN. | Ref: Consejo-ES
situación real;"El término ""TOP"" se refiere a un conjunto de objetivos y prioridades de una organización";Diccionario de transportes públicos urbanos y suburbanos, 1986;Variants: situación real | Domains: INTERNATIONAL RELATIONS | Context: estado o condiciones existentes en un momento determinado de tiempo | Ref: Diccionario de transportes públicos urbanos y suburbanos, 1986
Entrenamiento de Helicópteros en Zonas de Gran Altitud y Elevadas Temperaturas;"El término ""Entrenamiento de Helicópteros en Zonas de Gran Altitud y Elevadas Temperaturas"" se refiere a un programa de capacitación específico para los pilotos de helicópteros que se enfoca en el entrenamiento en zonas de gran altitud y temperaturas elevadas. Este tipo de entrenamiento es necesario debido a las condiciones climáticas extremas que pueden encontrarse en estas regiones, lo que puede provocar problemas de rendimiento y seguridad durante el vuelo.";"Sitio web de la CEP (en inglés): Pesco Projects &gt; <a href=""https://pesco.europa.eu/project/helicopter-hot-and-high-training-h3-training/"" target=""_blank"">Helicopter Hot and High Training (H3 Training)<time datetime=""7.4.2021""> (7.4.2021)</time></a>.";Variants: Entrenamiento de Helicópteros en Zonas de Gran Altitud y Elevadas Temperaturas | Domains: INTERNATIONAL RELATIONS | Context: Proyecto de la Cooperación Estructurada Permanente (CEP) tendente a ofrecer a las tripulaciones de helicópteros (tanto militares como civiles) formación especializada sobre vuelo y táctica en entornos de gran altitud y con temperaturas elevadas. | Ref: Sitio web de la CEP (en inglés): Pesco Projects > Helicopter Hot and High Training (H3 Training) (7.4.2021) .
buque patrullero;Un buque patrullero es una pequeña embarcación usada en operaciones de vigilancia y defensa costera.;COM-ES;Variants: buque patrullero | Domains: INTERNATIONAL RELATIONS | Context: Pequeña embarcación usada en operaciones de vigilancia y defensa costera. | Ref: COM-ES
sistema de defensa antimisiles;«Defensa total terrestre [...] empleada contra aviones o misiles.»;"Consejo-ES basado en <a href=""http://www.aerospace-technology.com/projects/eurocopter_ec145/"" target=""_blank"">http://www.aerospace-technology.com/projects/eurocopter_ec145/</a>";Variants: sistema de defensa antimisiles | Domains: INTERNATIONAL RELATIONS | Context: Un sistema para proteger las aeronaves, en particular los helicópteros y aeronaves civiles de los ataques con misiles tierra-aire. | Ref: Consejo-ES basado en http://www.aerospace-technology.com/projects/eurocopter_ec145/
instrucciones del Estado Mayor director del ejercicio;Instrucciones del Estado Mayor director del ejercicio (DI-INST);Guía de planeamiento del ejercicio CME 02, SN 4599/01, punto II.4;"Variants: instrucciones del Estado Mayor director del ejercicio | Domains: INTERNATIONAL RELATIONS | Context: Se trata de uno de los documentos de ejercicio en el contexto de los ejercicios de conducción de crisis. ""La DI-INST incluirá información destinada al Estado Mayor director del ejercicio (DISTAFF) sobre la conducción propiamente dicha del ejercicio. También figurará en las DI-INST una Lista de Acontecimientos previamente definida, que incluirá una serie de acontecimientos clave y de otra índole relacionados con el escenario ficticio para el período activo (en simulación). | Ref: Guía de planeamiento del ejercicio CME 02, SN 4599/01, punto II.4"
reserva estratégica;La reserva táctica es una parte de una fuerza que se mantiene bajo el control directo del jefe como fuerza de maniobra para influir en el desarrollo de la acción.;Estado Mayor de la Defensa español, Traducción del Glosario OTAN de Términos y Definiciones, Madrid, agosto de 1996;Variants: reserva estratégica | Domains: INTERNATIONAL RELATIONS | Context: Refuerzos exteriores que no dependen de un Mando Subordinado Principal, pero que pueden ser desplegados en cualquier región para cumplir una misión en un momento determinado bajo las órdenes de un Mando Supremo Aliado. | Ref: Estado Mayor de la Defensa español, Traducción del Glosario OTAN de Términos y Definiciones, Madrid, agosto de 1996
alerta rápida e interceptación con vigilancia espacial de los teatros de operaciones;El sistema espacial multinacional de tratamiento de imágenes es un programa de la Agencia Europea de Defensa (AED) destinado a la creación de una infraestructura de satélites militares de vigilancia, reconocimiento y observación terrestre. El programa se inició en 2009 y está previsto que se complete en 2020.;"Consejo-ES a partir de diversas fuentes. Véase, en particular:<div>Sitio web de la CEP &gt; Proyectos &gt; <a href=""https://pesco.europa.eu/project/timely-warning-and-interception-with-space-based-theater-surveillance-twister/"" target=""_blank"">Timely Warning and Interception with Space‐based TheatER surveillance<time datetime=""25.3.2021""> (25.3.2021)</time></a> (en inglés).</div> | Ruiz, R: <a href=""https://www.defensa.gob.es/Galerias/gabinete/red/2019/12/RED367.pdf"" target=""_blank"">«La Europa de la Defensa avanza con paso firme»<time datetime=""23.3.2021""> (23.3.2021)</time></a>, <i>Revista Española de Defensa</i>, n.º 367, Ministerio de Defensa, 2019, p. 50.";Variants: alerta rápida e interceptación con vigilancia espacial de los teatros de operaciones | Domains: INTERNATIONAL RELATIONS | Context: Proyecto de la CEP encaminado a reforzar las capacidades de alerta temprana e interceptación de amenazas aéreas en el espacio, con el objetivo de que Europa tenga capacidad propia para contribuir al sistema de defensa contra misiles balísticos de la OTAN. | Ref: Consejo-ES a partir de diversas fuentes. Véase, en particular: Sitio web de la CEP > Proyectos > Timely Warning and Interception with Space‐based TheatER surveillance (25.3.2021) (en inglés). | Ruiz, R: «La Europa de la Defensa avanza con paso firme» (23.3.2021) , Revista Española de Defensa , n.º 367, Ministerio de Defensa, 2019, p. 50.
CNS de Chile;Un carro de combate ligero es un vehículo blindado de orugas, provisto de diversas armas ofensivas montadas generalmente en una o varias torres giratorias.;"Consejo Nacional de Seguridad de Chile &gt; <a href=""https://www.cnsdechile.cl/quienes-somos/"" target=""_blank"">Quiénes Somos<time datetime=""16.4.2022""> (16.4.2022)</time></a>";Variants: CNS de Chile | Domains: INTERNATIONAL RELATIONS | Context: Corporación privada, sin fines de lucro, creada el 7 de mayo de 1953, por determinación gubernamental, con el objetivo básico de fomentar la prevención de riesgos y crear conciencia sobre la necesidad de prevenir los accidentes y las enfermedades profesionales en las diferentes actividades de la vida nacional | Ref: Consejo Nacional de Seguridad de Chile > Quiénes Somos (16.4.2022)
contraminar;Contraminar es el proceso de hacer explotar la carga principal de una mina mediante un golpe o una explosión producida en sus proximidades de otra mina o carga explosiva independiente. La explosión puede realizarse por simpatía o mediante una cadena de explosivos que da fuego al mecanismo de la mina.;---;"Variants: contraminar | Domains: INTERNATIONAL RELATIONS | Context: ""Proceso de hacer explotar la carga principal de una mina mediante un golpe o una explosión producida en sus proximidades de otra mina o carga explosiva independiente. La explosión puede realizarse por simpatía o mediante una cadena de explosivos que da fuego al mecanismo de la mina."" | Ref: ---"
grupo de avanzada;El Grupo de Investigación de la Defensa (DRG) es un;SN 400/00 ADD 1 REV 1, pp. 71-72.;"Variants: grupo de avanzada | Domains: INTERNATIONAL RELATIONS | Context: ""la determinación de medios de preparación (equipos de anticipación, mandos y capacidades logísticas) para las operaciones de policía de la UE"" es uno de los elementos de las misiones de reforzamiento y sustitución de las fuerzas locales de policía en el ámbito de los aspectos civiles de la gestión de crisis. | Ref: SN 400/00 ADD 1 REV 1, pp. 71-72."
puesta en común y uso compartido;"El término ""puesta en común y uso compartido"" se refiere a la práctica de hacer disponible a otros Estados miembros de la Unión de las capacidades IATE:915819 y recursos para fines militares con que cuenta un Estado. Este concepto está relacionado con la idea de ""capacidad de defensa"", que se define como un conjunto de factores necesarios para garantizar la defensa de un país o organización, que abarca los instrumentos para la acción (efectivos, equipo militar y elementos de apoyo estratégicos), los recursos económicos, el fundamento jurídico, los procedimientos y órganos decisorios y la preparación y los conocimientos necesarios para el uso de dichos instrumentos. El término también está vinculado al concepto de ""Experiencia Compartida y Evitación de Conflictos"", que se refiere a un grupo militar internacional constituido como foro de colaboración informal de los países y organizaciones que participan en las operaciones de antip";Consejo-ES;Variants: puesta en común y uso compartido | Domains: INTERNATIONAL RELATIONS | Context: Puesta a disposición de otros Estados miembros de la Unión de las capacidades IATE:915819 y recursos para fines militares con que cuenta un Estado. | Ref: Consejo-ES
estratégico;"El término ""estratégico"" se refiere a lo relacionado con la estrategia militar, que es el plan general de acción de un ejército o fuerza militar para alcanzar sus objetivos. En este contexto, el término puede referirse a diversos aspectos, como la planificación de movimientos militares, la selección de objetivos, la organización de recursos y la coordinación de actividades.";"Consejo-ES; véase Naciones Unidas, UNTERM (base terminológica) (voz ""transporte estratégico"") <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument</a>";"Variants: estratégico | Domains: INTERNATIONAL RELATIONS | Context: Desplazamiento o servicio efectuado entre distintos teatros de operaciones. Obsérvese que los conceptos de transporte estratégico, evacuación estratégica, etc. pueden referirse también a desplazamientos efectuados entre un teatro de operaciones y el territorio español o del país que envía las tropas. | Ref: Consejo-ES; véase Naciones Unidas, UNTERM (base terminológica) (voz ""transporte estratégico"") http://unterm.un.org/dgaacs/unterm.nsf/WebView/11362434E29DED4E85256A0000077FC1?OpenDocument"
cuartel general fijo;Un cuartel general fijo es un lugar permanente donde se encuentra el mando militar de una organización militar. Es un edificio o instalación diseñada específicamente para albergar a los oficiales y personal del cuartel general, así como a las oficinas y equipos necesarios para llevar a cabo sus funciones.;Consejo-ES;Variants: cuartel general fijo | Domains: INTERNATIONAL RELATIONS | Context: Cuartel general que no puede desmontarse ni transportarse. | Ref: Consejo-ES
mando;El mando es la autoridad que ejerce legalmente un comandante sobre sus subalternos en virtud de su rango o cargo. El mando incluye la autoridad y responsabilidad para usar eficazmente los recursos disponibles y para planear el empleo de las fuerzas militares, organizarlas, dirigirlas, coordinarlas y controlarlas para el cumplimiento de las misiones asignadas. Incluye además la responsabilidad por la salud, el bienestar, la moral y la disciplina del personal asignado.;1)FAS (Federation of American Scientists): Fundamentals of Naval Weapons Systems (en inglés), capítulo 20, punto 20.2.1. 2) Ejército Bolivariano de Venezuela: Diccionario de Términos Militares.;Variants: mando | Domains: INTERNATIONAL RELATIONS | Context: 1) Ejercicio funcional de la autoridad, fundado en el conocimiento, para alcanzar un objetivo o meta. 2) La autoridad que ejerce legalmente un comandante (...) sobre sus subalternos en virtud de su rango o cargo. El mando incluye la autoridad y responsabilidad para usar eficazmente los recursos disponibles y para planear el empleo de las fuerzas militares, organizarlas, dirigirlas, coordinarlas y controlarlas para el cumplimiento de las misiones asignadas. Incluye además la responsabilidad por la salud, el bienestar, la moral y la disciplina del personal asignado. | Ref: 1)FAS (Federation of American Scientists): Fundamentals of Naval Weapons Systems (en inglés), capítulo 20, punto 20.2.1. 2) Ejército Bolivariano de Venezuela: Diccionario de Términos Militares.
grupo de expertos operacionales de la ISP;Las operaciones especiales son aquellas que se realizan por fuerzas especialmente diseñadas, organizadas, adiestradas y equipadas para alcanzar objetivos decisivos o de gran valor, en áreas hostiles o sensibles, mediante la utilización de tácticas, técnicas y procedimientos diferentes de los utilizados por otras fuerzas.;"Departamento de Estado (Ministerio de Asuntos Exteriores) de Estados Unidos: ""<i>Proliferation Security Initiative Frequently Asked Questions</i>"" (en inglés) <a href=""http://www.state.gov/t/isn/115491.htm"" target=""_blank"">http://www.state.gov/t/isn/115491.htm</a> [3.3.2009]";"Variants: grupo de expertos operacionales de la ISP | Domains: INTERNATIONAL RELATIONS | Context: Grupo de expertos militares, policiales, de inteligencia, jurídicos y diplomáticos de los 20 Estados que participan en la ISP; se reúne periódicamente para definir conceptos operativos, organizar el programa de ejercicios de la ISP, poner en común la información sobre las autoridades nacionales y mantener una cooperación con los sectores industriales pertinentes. | Ref: Departamento de Estado (Ministerio de Asuntos Exteriores) de Estados Unidos: "" Proliferation Security Initiative Frequently Asked Questions "" (en inglés) http://www.state.gov/t/isn/115491.htm [3.3.2009]"
misil Hot;"El término ""TO"" se refiere a un conjunto formado por los espacios, físicos y no físicos, necesarios para desarrollar y sostener las operaciones. Incluye una o varias zonas de operaciones, las líneas de comunicaciones, los cuarteles generales y los elementos y nodos de mando y control relacionados con la operación que estén localizados fuera de zonas de operaciones.";José Velasco, Madrid, 1991;Variants: misil Hot | Domains: INTERNATIONAL RELATIONS | Context: misil que se lanza por medio de conjunto de tubos y que es guiado hacia el blanco por medio de fotocélulas | Ref: José Velasco, Madrid, 1991
Iniciativa de Defensa Estratégica;"La iniciativa de defensa estratégica (IDS) es un programa expuesto por el presidente Ronald Reagan en su discurso del 23 de marzo de 1983 sobre la ""guerra de las galaxias"". El objetivo era el desarrollo de armas capaces de interceptar y destruir misiles nucleares en vuelo, poniendo a Estados Unidos a salvo de la amenaza de un ataque nuclear por parte de otro Estado.";---;"Variants: Iniciativa de Defensa Estratégica | Domains: INTERNATIONAL RELATIONS | Context: Programa expuesto por el presidente Reagan en su discurso del 23.3.1983 sobre la ""guerra de las galaxias"". El objetivo era el desarrollo de armas capaces de interceptar y destruir misiles nucleares en vuelo, poniendo a Estados Unidos a salvo de la amenaza de un ataque nuclear por parte de otro Estado. (Glosario doe Defensa). | Ref: ---"
fuerza subsidiaria;Una fuerza subsidiaria es una parte de una fuerza que se mantiene bajo el control directo del jefe como fuerza de maniobra para influir en el desarrollo de la acción.;"Consejo-ES, a partir de diversas fuentes. Véase, por ejemplo:<div>Pontijas Calderón, J. L.: <a href=""https://www.ieee.es/Galerias/fichero/docs_analisis/2020/DIEEEA09_2020JOSPON_proxy.pdf"" target=""_blank"">«Tendencias en la guerra por delegación (proxy warfare)»<time datetime=""22.3.2023""> (22.3.2023)</time></a>, Instituto Español de Estudios Estratégicos (IEEE), Documento Análisis 09/2020, 30.3.2020.<br></div>";Variants: fuerza subsidiaria | Domains: INTERNATIONAL RELATIONS | Context: Fuerza, frecuentemente irregular, a la que recurre una parte en un conflicto para alcanzar sus objetivos de manera indirecta. | Ref: Consejo-ES, a partir de diversas fuentes. Véase, por ejemplo: Pontijas Calderón, J. L.: «Tendencias en la guerra por delegación (proxy warfare)» (22.3.2023) , Instituto Español de Estudios Estratégicos (IEEE), Documento Análisis 09/2020, 30.3.2020.
teatro de las hostilidades;Un teatro de operaciones (TO) es un conjunto formado por los espacios, físicos y no físicos, necesarios para desarrollar y sostener las operaciones. Incluye una o varias zonas de operaciones, las líneas de comunicaciones, los cuarteles generales y los elementos y nodos de mando y control relacionados con la operación que estén localizados fuera de zonas de operaciones.;"Consejo-ES a partir de:<div>Ministerio de Defensa: <a href=""https://www.defensa.gob.es/ceseden/en/Galerias/ccdc/documentos/02_PDC-01_xAx_Doctrina_empleo_FAS.pdf"" target=""_blank""><i>Doctrina para el empleo de las FAS</i><time datetime=""25.3.2021""> (25.3.2021)</time></a>, Ministerio de Defensa, 2018, 178 pp.</div>";Variants: teatro de las hostilidades | Domains: INTERNATIONAL RELATIONS | Context: Conjunto de los espacios físicos y no físicos que se ven afectados en un conflicto armado. Puede contener más de un teatro de operaciones . | Ref: Consejo-ES a partir de: Ministerio de Defensa: Doctrina para el empleo de las FAS (25.3.2021) , Ministerio de Defensa, 2018, 178 pp.
zona de reunión;;"Martínez de Merlo, Jesús: <a href=""https://publicaciones.defensa.gob.es/media/downloadable/files/links/r/e/revista_ejercito_697.pdf"" target=""_blank"">«Zonas de Reunión», <i>Revista del ejército de tierra español</i>, n.º 697, marzo de 1999<time datetime=""22.12.2020""> (22.12.2020)</time></a>";Variants: zona de reunión | Domains: INTERNATIONAL RELATIONS | Context: Parte del terreno donde una gran unidad realiza las actividades previas a una serie de acciones de combate que debe desarrollar o bien donde, una vez realizadas esas actividades, se reorganiza para futuras misiones. | Ref: Martínez de Merlo, Jesús: «Zonas de Reunión», Revista del ejército de tierra español , n.º 697, marzo de 1999 (22.12.2020)
dragado;El dragado es una técnica de búsqueda y limpieza de minas por medios mecánicos o explosivos que, físicamente, destruye o retira las minas o bien produce en la zona los campos de influencia necesarios para accionarlas.;"Home &gt; Culture, history and sport &gt; Canadian identity and society &gt; Languages &gt; Resources of the Language Portal of Canada &gt; TERMIUM Plus® (base de datos terminológica del Gobierno de Canadá), <a href=""https://www.btb.termiumplus.gc.ca/tpv2alpha/alpha-eng.html?lang=eng&amp;i=1&amp;srchtxt=DRAGADO&amp;index=esr&amp;codom2nd_wet=1#resultrecs"" target=""_blank"">dragado de minas<time datetime=""29.10.2020""> (29.10.2020)</time></a>.";Variants: dragado | Domains: INTERNATIONAL RELATIONS | Context: Técnica de búsqueda y limpieza de minas por medios mecánicos o  explosivos que, físicamente, destruyen o retiran las minas o bien  producen en la zona los campos de influencia necesarios para  accionarlas. | Ref: Home > Culture, history and sport > Canadian identity and society > Languages > Resources of the Language Portal of Canada > TERMIUM Plus® (base de datos terminológica del Gobierno de Canadá), dragado de minas (29.10.2020) .
