term;definition;source;info_semantica
coeficiente de compresibilidad;"El coeficiente de compresibilidad es la relación entre la disminución del volumen de una sustancia y la unidad de volumen que se aplica a dicha sustancia cuando aumenta su presión.";Termcat;Variants: coeficiente de compresibilidad | Domains: SCIENCE | Context: disminución del volumen por unidad de volumen de una sustancia como resultante de un aumento de la unidad de presión | Ref: Termcat
yema;"La yema es un órgano complejo de las plantas que se desarrolla en la axila de las hojas o en la punta de una ramilla y que da lugar a hojas y flores.";COM-ES, a partir de Wikipedia.[9.4.2013];Variants: yema | Domains: SCIENCE | Context: En botánica, órgano complejo de las plantas que se forma habitualmente en la axila de las hojas (yema axilar o lateral) o en la punta de una ramilla (yema terminal), a modo de botón escamoso, y que dará lugar a hojas (foliíferas) y flores (floríferas). | Ref: COM-ES, a partir de Wikipedia.[9.4.2013]
valor de la bibliografía;"El valor de la bibliografía es el valor aceptado de una medición constante o experimental que se puede encontrar en la bibliografía especializada y que es necesario para realizar cálculos experimentales o teóricos en el laboratorio.";"Consejo-ES, a partir de:<div>-Council-EN</div><div>- Reference.com &gt;<a href=""https://www.reference.com/science/literature-value-chemistry-ae1d07a4222e23a9"" target=""_blank"">What Is a “literature Value” in Chemistry?</a><time datetime=""17.4.2023""> (17.4.2023)</time></div>";Variants: valor de la bibliografía | Domains: SCIENCE | Context: En el ámbito científico, valor aceptado de una medición constante o experimental que se puede encontrar en la bibliografía especializada y que es necesario para realizar cálculos experimentales o teóricos en el laboratorio. | Ref: Consejo-ES, a partir de: -Council-EN - Reference.com > What Is a “literature Value” in Chemistry? (17.4.2023)
liofilizado;"El liofilizado es el resultado del proceso de liofilización, donde los componentes húmedos son eliminados mediante sublimación a presión reducida. Este proceso implica la congelación previa de los materiales, seguida de su exposición a una cámara bajo un vacío parcial, lo que permite evitar los daños causados por la desecación en calor. El resultado final es un material seco y estable que conserva sus propiedades originales.";Bacteriología general: principios y prácticas de laboratorio. Evelyn Rodríguez Cavallini. Editorial Universidad de Costa Rica, San José (Costa Rica), 2005.;"Variants: liofilizado | Domains: SCIENCE | Context: Proceso de eliminación de agua mediante sublimación a presión reducida; los materiales que se van a liofilizar primero se congelan y luego se colocan en una cámara en la cual se hace un vacío parcial. Así se evitan los daños químicos por la desecación en calor. | Ref: Bacteriología general: principios y prácticas de laboratorio. Evelyn Rodríguez Cavallini. Editorial Universidad de Costa Rica, San José (Costa Rica), 2005."
agentes estimulantes;"Son sustancias químicas o compuestos que actúan sobre las plantas provocando efectos estimulantes, como acelerar su crecimiento o mejorar sus procesos fisiológicos.";ICID-Comité Español de Riegos y Drenajes, 1977;Variants: agentes estimulantes | Domains: SCIENCE | Context: agentes activos que producen cambios definidos en la planta | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
talófitas (criptógamas);"Las talófitas son criptógamas caracterizadas por poseer un cuerpo principal llamado talo que puede ser simple o compuesto, sin producir flores ni frutos, lo que incluye a los hongos, las algas y las bacterias, entre otros grupos pequeños.";ICID-Comité Español de Riegos y Drenajes, 1977;Variants: talófitas (criptógamas) | Domains: SCIENCE | Context: una de las principales divisiones del orden vegetal. Comprende los hongos, las algas, las bacterias y numerosos grupos pequeños. El cuerpo de estos vegetales es un talo cuya complejidad es muy variable, no produciendo ni flores ni granos | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
zona de influencia;"La zona de influencia es la parte de la superficie de la tierra que se ve afectada por los efectos de una extracción de agua subterránea.";ICID-Comité Español de Riegos y Drenajes, 1977;Variants: zona de influencia | Domains: SCIENCE | Context: superficie en planta cubierta por las curvas meridianas del cono de depresión de un determinado pozo de extracción, o de una combinación de pozos, en un punto determinado. La zona de influencia para un determinado caudal puede variar con el tiempo de bombeo y el caudal de alimentación | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
tafonomía;"La tafonomía es el estudio científico que se enfoca en comprender los procesos involucrados en la formación de fósiles, desde su muerte hasta su descubrimiento, incluyendo las transformaciones físicas y químicas que sufren los restos orgánicos durante este proceso. Este campo de investigación combina aspectos de paleontología, geología y ciencias biológicas para analizar cómo los organismos vivos se convierten en fósiles y qué información pueden proporcionar estos registros fósiles sobre el pasado del planeta. La tafonomía es fundamental para entender la historia de la vida en la Tierra y cómo ha evolucionado a lo largo del tiempo.";Fernández-López S., 1995. Taphonomie et interprétation des paléoenvironnements. Geobios, M. S. 18, 137-154. Explorador de la Gravedad y de la Circulación Oceánica.;Variants: tafonomía | Domains: SCIENCE | Context: Estudio de los procesos de fosilización y de la formación de los yacimientos de fósiles. | Ref: Fernández-López S., 1995. Taphonomie et interprétation des paléoenvironnements. Geobios, M. S. 18, 137-154. Explorador de la Gravedad y de la Circulación Oceánica.
índice de productividad de la vegetación;"El Índice de Productividad de la Vegetación es un indicador que compara el valor actual del NDVI (Índice de Vegetación por Diferencia Normalizada) con su valor promedio durante un período determinado, evaluando así el estado de una masa vegetal. Este indicador permite identificar cambios en la salud y producción de la vegetación, proporcionando información valiosa sobre el impacto de factores ambientales y humanos en las ecosistemas.  La aplicación de este indicador puede ser utilizada en diversas áreas como la gestión forestal sostenible, la agricultura, la conservación de la biodiversidad, entre otras.";"COM-ES, basado en:  <br>Copernicus Global Land Service &gt; Products &gt; Vegetation &gt; Vegetation Productivity Index, <a href=""https://land.copernicus.eu/global/products/vpi"" target=""_blank"">https://land.copernicus.eu/global/products/vpi</a> [24.1.2019]";Variants: índice de productividad de la vegetación | Domains: SCIENCE | Context: Indicador que evalúa el estado de una masa vegetal comparando el valor actual del NDVI con su valor promedio durante un periodo dado. | Ref: COM-ES, basado en: Copernicus Global Land Service > Products > Vegetation > Vegetation Productivity Index, https://land.copernicus.eu/global/products/vpi [24.1.2019]
función objetiva;"La función objetiva es aquella que establece las condiciones que debe satisfacer el problema de optimización, siendo su objetivo minimizarla o maximizarla según las necesidades del sistema.";J.A. Alonso y J.M. Otero, Ingenieros;Variants: función objetiva | Domains: SCIENCE | Context: en un programa no lineal, función, que expresa condiciones dadas para un sistema, que se quiere hacer mínima sometida a determinados vínculos | Ref: J.A. Alonso y J.M. Otero, Ingenieros
humedad relativa;"La humedad relativa es la relación entre la presión real de vapor de un espacio y la presión de saturación correspondiente a una temperatura determinada.";Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;Variants: humedad relativa | Domains: SCIENCE | Context: razón que guarda la presión real de vapor de un espacio, a una temperatura determinada, con la presión de saturación que correspondería a esa misma temperatura | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros
efecto determinista;"El efecto determinista es el efecto biológico de la radiación que se manifiesta cuando se supera cierto nivel umbral de dosis, siendo su gravedad directamente proporcional a la intensidad de la exposición.";Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999;Variants: efecto determinista | Domains: SCIENCE | Context: efecto biológico de la radiación para el que generalmente existe un nivel umbral de dosis por encima del cual la gravedad del efecto es mayor cuanto más elevada es la dosis | Ref: Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999
clinómetro;"El clinómetro es un instrumento utilizado para medir ángulos.";Gran enciclopedia Larousse, 1988;Variants: clinómetro | Domains: SCIENCE | Context: instrumento para medir ángulos | Ref: Gran enciclopedia Larousse, 1988
índice de refracción;"El índice de refracción es la relación entre la velocidad de la luz en el vacío y la velocidad de la luz en un medio determinado. Se puede calcular mediante la ecuación n = c0 / c, donde n es el índice de refracción, c0 es la velocidad de la luz en el vacío y c es la velocidad de la luz en el medio. Este valor numérico se utiliza comúnmente en la óptica para describir la cantidad de refracción que ocurre cuando la luz pasa de un medio a otro. Por ejemplo, si el índice de refracción de un material es mayor que 1, significa que la luz se ralentiza al pasar por ese material. Si el índice de refracción es menor que 1, significa que la luz se acelera al pasar por ese material. El índice de refracción es una propiedad fundamental de los materiales y se utiliza ampliamente en diversas aplicaciones, como la óptica geométrica, la óptica física y la tecnología de las comunicaciones.";Diccionario de química física. J. M. Costa. Ediciones Díaz de Santos, Barcelona (España), 2005.;Variants: índice de refracción | Domains: SCIENCE | Context: Relación entre la velocidad de la luz en el vacío y la velocidad de la luz en un medio determinado, según la ecuación: n=c 0/c | Ref: Diccionario de química física. J. M. Costa. Ediciones Díaz de Santos, Barcelona (España), 2005.
mancha solar;"La mancha solar es una porción relativamente fría de la fotosfera del Sol que se caracteriza por ser oscura y estar asociada a tormentas magnéticas en la Tierra.";Glos prov telec;Variants: mancha solar | Domains: SCIENCE | Context: porción relativamente fría de la fotosfera del Sol. Se presenta en forma de mancha obscura y generalmente esta asociada con tormentas magnéticas en la Tierra que afectan las radiocomunicaciones | Ref: Glos prov telec
cuerpo celeste;"Un cuerpo celeste es cualquier objeto que se encuentre fuera del planeta Tierra. Esto puede incluir planetas, estrellas, asteroides, cometas, satélites artificiales, sondas espaciales y otros objetos similares.";«Cuerpo celeste», Real Academia de Ciencias Exactas, Físicas y Naturales, <i>Vocabulario científico y técnico</i>, tercera edición, Espasa, Madrid, 1996, p. 275.;Variants: cuerpo celeste | Domains: SCIENCE | Context: Cualquier cuerpo exterior a la Tierra, lo cual incluye, por extensión, cualquier satélite artificial, sonda o vehículo espacial. | Ref: «Cuerpo celeste», Real Academia de Ciencias Exactas, Físicas y Naturales, Vocabulario científico y técnico , tercera edición, Espasa, Madrid, 1996, p. 275.
espectro visible;"El espectro visible es el rango de longitud de onda de la radiación electromagnética que se percibe por la vista humana, abarcando las frecuencias correspondientes a los siete colores primarios del arco iris.";CCIR I 681;Variants: espectro visible | Domains: SCIENCE | Context: dominio espectral de radiación electromagnética con longitudes de onda comprendidas entre los límites de 380 y 780 nanómetros (nm), y que comprende los siete colores del arco iris: violado, añil, azul, verde, amarillo, anaranjado y rojo | Ref: CCIR I 681
ola;"Una alteración de la línea de superficie del mar, causada por vientos locales.";Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;Variants: ola | Domains: SCIENCE | Context: alteración de la línea de superficie del mar causada por vientos locales y representada numéricamente mediante la escala Douglas | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros
angélica de los bosques;"La angélica de los bosques es una planta perenne de hasta dos metros de altura, caracterizada por tener tallos fistulosos y hojas comestibles utilizadas como verdura. Su fruto posee propiedades insecticidas. Esta especie se encuentra distribuida en diferentes regiones del mundo, incluyendo Europa, el oeste de Asia y Norteamérica.";TERMCAT;"Variants: angélica de los bosques | Domains: SCIENCE | Context: planta de hasta 2 m de altura con tallos fistulosos y hojas que se consumen como verdura, y con un fruto que tiene propiedades insecticidas; se localiza en Europa, Oeste de Asia y Norteamérica | Ref: TERMCAT"
teoría del control;"La teoría del control es la rama de la ingeniería y las matemáticas que estudia el comportamiento de los sistemas dinámicos. Se enfoca en comprender cómo los sistemas pueden ser diseñados y regulados para alcanzar objetivos específicos, utilizando herramientas como modelos matemáticos, algoritmos y técnicas de optimización.";"Consejo-ES, a partir de:<div>Simrock,, S.: <i><a href=""https://cds.cern.ch/record/1100534/files/p73.pdf"" target=""_blank"">Control theory<time datetime=""6.7.2021""> (6.7.2021)</time></a></i></div>";Variants: teoría del control | Domains: SCIENCE | Context: En los campos de la ingeniería y las matemáticas, teoría que se ocupa del comportamiento de los sistemas dinámicos. | Ref: Consejo-ES, a partir de: Simrock,, S.: Control theory (6.7.2021)
cuerpo negro;"El término 'cuerpo negro' se refiere a un cuerpo ideal hipotético que posee la capacidad de absorber completamente cualquier tipo de radiación electromagnética incidente, sin emitir ni reflejar ninguna parte de ella. Este concepto es fundamental en la física teórica y tiene implicaciones significativas en nuestra comprensión del comportamiento de la materia y la energía en diferentes escalas.";TERMCAT;Variants: cuerpo negro | Domains: SCIENCE | Context: cuerpo ideal que absorbe toda la radiación incidente, sin reflejar nada de ella | Ref: TERMCAT
VPI;"El VPI (Vegetation Productivity Index) es un indicador que evalúa el estado de una masa vegetal comparando el valor actual del NDVI (Índice de Vegetación Diferenciada por Nivel de Nitrógeno) con su valor promedio durante un período determinado. Este indicador proporciona información sobre la productividad de la vegetación, lo que puede ser útil para diversas aplicaciones como la gestión de recursos naturales, la agricultura sostenible y la investigación científica.";"COM-ES, basado en: <br>Copernicus Global Land Service &gt; Products &gt; Vegetation &gt; Vegetation Productivity Index, <a href=""https://land.copernicus.eu/global/products/vpi"" target=""_blank"">https://land.copernicus.eu/global/products/vpi</a> [24.1.2019]";Variants: VPI | Domains: SCIENCE | Context: Indicador que evalúa el estado de una masa vegetal comparando el valor actual del NDVI con su valor promedio durante un periodo dado. | Ref: COM-ES, basado en: Copernicus Global Land Service > Products > Vegetation > Vegetation Productivity Index, https://land.copernicus.eu/global/products/vpi [24.1.2019]
entrelazamiento;"El entrelazamiento es un fenómeno cuántico en el que los estados cuánticos de dos o más objetos se relacionan de manera inseparable, incluso cuando están separados por grandes distancias.";"<div>COM-ES, basado en_</div><div>Wikipedia, <a href=""https://es.wikipedia.org/wiki/Entrelazamiento_cu%C3%A1ntico"" target=""_blank"">«entrelazamiento cuántico»<time datetime=""2.4.2020""> (2.4.2020)</time></a><br></div>";Variants: entrelazamiento | Domains: SCIENCE | Context: Fenómeno cuántico  en el cual los estados cuánticos de dos o más objetos se deben describir  mediante un estado único que involucra a todos los objetos del sistema, aun  cuando los objetos estén separados espacialmente, lo que lleva a  correlaciones entre las propiedades físicas observables. | Ref: COM-ES, basado en_ Wikipedia, «entrelazamiento cuántico» (2.4.2020)
selección con ayuda de marcadores;"La selección con ayuda de marcadores es una técnica moderna de mejora vegetal que permite seleccionar de manera dirigida el material vegetal existente sin implicar la transferencia de secuencias genéticas aisladas, ofreciendo así una alternativa no invasiva a la ingeniería genética.";"Greenpeace, Selección asistida por marcadores: una biotecnología no invasiva alternativa a la ingeniería genética (2009) <a href=""http://www.greenpeace.org/espana/Global/espana/report/other/selecci-n-asistida-por-marcado.pdf"" target=""_blank"">http://www.greenpeace.org/espana/Global/espana/report/other/selecci-n-asistida-por-marcado.pdf</a> [9.5.2016]";Variants: selección con ayuda de marcadores | Domains: SCIENCE | Context: Técnica moderna de mejora vegetal que no implica la transferencia de secuencias genéticas aisladas, como la ingeniería genética, sino que ofrece herramientas para seleccionar de manera dirigida el material vegetal existente, facilitando el proceso de mejora vegetal. | Ref: Greenpeace, Selección asistida por marcadores: una biotecnología no invasiva alternativa a la ingeniería genética (2009) http://www.greenpeace.org/espana/Global/espana/report/other/selecci-n-asistida-por-marcado.pdf [9.5.2016]
organismos coliformes;"Organismos coliformes son bacterias gram negativas que se encuentran normalmente en los intestinos humanos y animales y que pueden causar enfermedades si se contaminan alimentos o agua.";Dicc. de Términos Medioambientales, Área Editorial, S.A., Diario Expansión, Madrid, 1992;Variants: organismos coliformes | Domains: SCIENCE | Context: grupo de bacterias aerobias y facultativamente anaerobias, Gram-negativas, no esporulantes, fermentadoras de lactosa y habitantes típicas del intestino grueso humano y animal | Ref: Dicc. de Términos Medioambientales, Área Editorial, S.A., Diario Expansión, Madrid, 1992
byssus;"El término Byssus hace referencia a los filamentos o hilo con que se fijan ciertas especies de moluscos marinos, como las ostras, a rocas u otros objetos sólidos. Estos filamentos están compuestos por sedimentos y tejido conectivo, y permiten a los moluscos mantenerse firmemente adheridos al lugar donde viven.";Arancel Aduanero Notex CCD 50.00;Variants: byssus | Domains: SCIENCE | Context: filamentos que sirven de órgano de fijación a ciertos moluscos del género Pinna | Ref: Arancel Aduanero Notex CCD 50.00
esfera celeste;"La esfera celeste es el espacio ideal que contiene todos los cuerpos celestes en movimiento aparente alrededor del planeta Tierra.";Diccionario de la Real Academia Española (DRAE), XXIIª edición;Variants: esfera celeste | Domains: SCIENCE | Context: Esfera ideal, concéntrica con la terráquea, y en la cual se mueven aparentemente los astros. | Ref: Diccionario de la Real Academia Española (DRAE), XXIIª edición
limícola;"El término ""limícola"" se refiere a un ser vivo que habita en ambientes con suelos de limo, barro o lodo.";DRAE, 1995;Variants: limícola | Domains: SCIENCE | Context: que vive en el limo, barro o lodo | Ref: DRAE, 1995
amento;"El término ""amento"" se refiere a una inflorescencia racimosa compuesta por flores unisexuales que carecen de perianto o tienen uno muy reducido, dispuestas sobre un eje generalmente de péndulo y colgante.";"<a href=""http://www.unex.es/botanica/queplantaes/glosario.htm,"" target=""_blank"">http://www.unex.es/botanica/queplantaes/glosario.htm,</a> 30.04.2003";Variants: amento | Domains: SCIENCE | Context: inflorescencia racimosa formada por flores unisexuales, a menujdo sin perianto o muy reducido, dispuestas sobre un eje generalmente de péndulo y colgante | Ref: http://www.unex.es/botanica/queplantaes/glosario.htm, 30.04.2003
detección fotométrica;"La detección fotométrica se refiere a un método analítico que utiliza la medición de la absorción o transmisión de luz por parte de una sustancia en función de su concentración, generalmente mediante espectrofotometría, con el fin de determinar la presencia o cantidad de dicha sustancia en una muestra. Este método se basa en la relación entre la absorbancia en el ultravioleta y la concentración del soluto.";Principios de análisis instrumental. Douglas A. Skoog, F. James Holler, Timothy A. Nieman. McGraw-Hill, quinta edición, Madrid (España), 2001.;Variants: detección fotométrica | Domains: SCIENCE | Context: Detección basada en una propiedad del soluto como es la absorbancia en el ultravioleta. | Ref: Principios de análisis instrumental. Douglas A. Skoog, F. James Holler, Timothy A. Nieman. McGraw-Hill, quinta edición, Madrid (España), 2001.
hidrastis;"La hidrastis es una especie de planta perteneciente a la familia Ranunculaceae, que se utiliza en fitoterapia como agente hemostático.";Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011);Variants: hidrastis | Domains: SCIENCE | Context: Especie de la familia Ranunculaceae, empleada en fitoterapia como hemostática (eficaz para detener una hemorragia). | Ref: Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011)
física atmosférica;"La física atmosférica es el estudio científico que se enfoca en comprender los fenómenos físicos que ocurren dentro de la atmósfera terrestre, abarcando desde las condiciones climáticas hasta la dinámica del viento y la formación de nubes. Este campo de investigación integra conocimientos de física, química y meteorología para analizar y predecir patrones y procesos atmosféricos que influyen en el clima y la calidad del aire. Los investigadores en física atmosférica trabajan en laboratorios, estaciones meteorológicas y satélites espaciales para recopilar datos y desarrollar modelos que ayuden a entender mejor la complejidad de la atmósfera y sus efectos en la Tierra. La física atmosférica es fundamental para mejorar la predicción del tiempo, mitigar el cambio climático y proteger el medio ambiente.";Experto español en la materia.;Variants: física atmosférica | Domains: SCIENCE | Context: Estudio de los fenómenos físicos de la atmósfera. | Ref: Experto español en la materia.
resistencia específica a la tracción;"La resistencia específica a la tracción es una medida de la resistencia a la tracción de un material, expresada en unidades de pascals divididas por kilogramos por metro cúbico, y calculada a una temperatura y humedad específicas.";"Reglamento (CE) n.º 428/2009 del Consejo, de 5 de mayo de 2009, por el que se establece un régimen comunitario de control de las exportaciones, la transferencia, el corretaje y el tránsito de productos de doble uso, <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32009R0428"" target=""_blank"">CELEX:32009R0428/ES</a>";Variants: resistencia específica a la tracción | Domains: SCIENCE | Context: Resistencia a la tracción en pascales, equivalente a N/m 2 divididos por el peso específico en N/m 3 , medido a una temperatura de (296 ± 2) K ((23 ± 2) °C) y una humedad relativa del (50 ± 5)%. | Ref: Reglamento (CE) n.º 428/2009 del Consejo, de 5 de mayo de 2009, por el que se establece un régimen comunitario de control de las exportaciones, la transferencia, el corretaje y el tránsito de productos de doble uso, CELEX:32009R0428/ES
fotogrametría;"La fotogrametría es la disciplina científica encargada del estudio de las relaciones entre las imágenes capturadas por cámaras y los objetos reales que se encuentran en el espacio tridimensional. A través de técnicas como la triangulación de rayos y la reconstrucción 3D, la fotogrametría permite la creación de modelos precisos de entornos naturales o construidos, lo que tiene aplicaciones en diversas áreas como la topografía, la geodesia, la arquitectura, la ingeniería y la exploración espacial.";PANAREDA, J.M. et al..Diccionari de cartografía, 1994;Variants: fotogrametría | Domains: SCIENCE | Context: conjunto de métodos y de operaciones que permiten la confección de mapas y planos, incluida la determinación de la tercera dimensión, a partir de fotografías estereoscópicas | Ref: PANAREDA, J.M. et al..Diccionari de cartografía, 1994
sarracenia purpúrea;"La sarracenia purpúrea es una planta carnívora perenne que se encuentra en el Canadá caracterizada por tener hojas radicales ahuecadas en forma de cucurucho, con nervios y bordes teñidos de rojo, y flores grandes de color purpúreo por fuera y verde por dentro.";"Compendio de la flora española. Botánica descriptiva. Blas Lázaro e Ibiza. Tomo 2, pag 325. <a href=""http://bibdigital.rjb.csic.es/spa/Libro.php?Libro=694&amp;Pagina=1"" target=""_blank"">http://bibdigital.rjb.csic.es/spa/Libro.php?Libro=694&amp;Pagina=1</a> (22-10-2011)";Variants: sarracenia purpúrea | Domains: SCIENCE | Context: Planta carnívora, perenne del Canadá con hojas radicales teñidas de rojo en los nervios y en los bordes, ahuecadas en forma de cucurucho, y flores grandes, purpúreas por fuera y verdes por dentro. | Ref: Compendio de la flora española. Botánica descriptiva. Blas Lázaro e Ibiza. Tomo 2, pag 325. http://bibdigital.rjb.csic.es/spa/Libro.php?Libro=694&Pagina=1 (22-10-2011)
magnitud física;"La magnitud física es una característica mensurable de un fenómeno físico.";ICID-Comité Español de Riegos y Drenajes, 1977;Variants: magnitud física | Domains: SCIENCE | Context: toda propiedad o dimensión de un cuerpo que puede ser medida, como longitud, peso, viscosidad, masa, temperatura, volumen, etc | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
